video_id,site_id,region,island,coral_cover,duration,genus.spp,genus,species,max_n,observer
BIOT_7097_NELS_052_RIG3,52,nelsons_island,east_of_nelsons_island,55,30:00:00,variola.albimarginata,variola,albimarginata,2,li
BIOT_7097_SALO_043_ANG_RIG4,43,salomon,ile_anglaise,15,35:43:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,marconi
BIOT_7097_PBAN_027_EAST_RIG9,27,peros_banhos,north_of_petite_ile_coquillage,30,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,marconi
BIOT_7097_NELS_055_RIG6,55,nelsons_island,east_of_nelsons_island,12,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,5,marconi
BIOT_7097_NBRO_065_RIG6,65,brothers,north_brother,85,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,0,finch
BIOT_7097_EGMT_086_RIG6,86,egmont,ile_des_rats,90,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,4,finch
BIOT_7097_EAGL_074_RIG5,74,eagle_island,eagle_island,0,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,0,finch
BIOT_7097_EAGL_073_RIG4,73,eagle_island,eagle_island,20,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,fischer
BIOT_7097_EGMT_087_RIG5,87,egmont,ile_lubine,85,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,5,fischer
BIOT_7097_PBAN_008_SOUTH_RIG4,8,peros_banhos,ile_fouquet,90,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,fischer
BIOT_7097_SALO_047_MAP_RIG5,47,salomon,ile_de_la_passe_to_ile_mapou,20,35:22:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,3,bunholi
BIOT_7097_NBRO_068_RIG4,68,brothers,north_brother,30,35:22:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,bunholi
BIOT_7097_EGMT_081_RIG2,81,egmont,ile_des_rats,15,35:22:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,7,bunholi
BIOT_7097_SALO_044_ANG_RIG5,44,salomon,ile_anglaise,85,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,portice
BIOT_7097_NBRO_062_RIG3,62,brothers,north_brother,8,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,portice
BIOT_7097_NELS_051_RIG2,51,nelsons_island,east_of_nelsons_island,30,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,5,hensch
BIOT_7097_NBRO_063_RIG4,63,brothers,north_brother,20,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,3,armada
BIOT_7097_EGMT_088_RIG4,88,egmont,ile_lubine,50,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,armada
BIOT_7097_PBAN_024_EAST_RIG5,24,peros_banhos,north_of_petite_ile_coquillage,5,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,armada
BIOT_7097_SALO_046_MAP_RIG6,46,salomon,ile_de_la_passe_to_ile_mapou,40,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,3,grisson
BIOT_7097_NBRO_069_RIG3,69,brothers,north_brother,5,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,grisson
BIOT_7097_EGMT_082_RIG3,82,egmont,ile_des_rats,30,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,grisson
BIOT_7097_SALO_045_ANG_RIG6,45,salomon,ile_anglaise,40,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,vuong
BIOT_7097_NELS_054_RIG5,54,nelsons_island,east_of_nelsons_island,30,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,barone
"
BIOT_7097_EGMT_003_RIG4",3,egmont,ile_sudest,40,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,12,barone
BIOT_7097_EAGL_075_RIG6,75,eagle_island,eagle_island,10,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,barone
BIOT_7097_SALO_038_BOD_RIG4,38,salomon,ile_boddam,70,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,3,kelly
BIOT_7097_NELS_053_RIG4,53,nelsons_island,east_of_nelsons_island,10,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,kelly
BIOT_7097_NBRO_064_RIG5,64,brothers,north_brother,30,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,kelly
BIOT_7097_PBAN_006_SOUTH_RIG2,6,peros_banhos,ile_fouquet,80,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,4,beckman
BIOT_7097_EGMT_091_RIG2,91,egmont,ile_carre_pate,60,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,4,beckman
BIOT_7097_EAGL_078_RIG4,78,eagle_island,eagle_island,75,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,beckman
BIOT_7097_NELS_052_RIG3,52,nelsons_island,east_of_nelsons_island,55,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,1,li
BIOT_7097_EGMT_093_RIG4,93,egmont,ile_carre_pate,60,32:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,5,li
BIOT_7097_NELS_056_RIG6,56,nelsons_island,nelsons_island,10,35:26:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,4,podolinsky
BIOT_7097_SALO_039_BOD_RIG3,39,salomon,ile_boddam,80,35:26:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,4,podolinsky
BIOT_7097_PBAN_009_SOUTH_RIG5,9,peros_banhos,ile_fouquet,65,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,armstrong
BIOT_7097_SALO_041_ANG_RIG2,41,salomon,ile_anglaise,40,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,7,armstrong
BIOT_7097_EGMT_092_RIG3,92,egmont,ile_carre_pate,30,30:00:00,carcharhinus.amblyrhynchos,carcharhinus,amblyrhynchos,2,armstrong
BIOT_7097_SALO_043_ANG_RIG4,43,salomon,ile_anglaise,15,35:43:00,plectropomus.areolatus,plectropomus,areolatus,1,marconi
BIOT_7097_SALO_045_ANG_RIG6,45,salomon,ile_anglaise,40,30:00:00,plectropomus.areolatus,plectropomus,areolatus,1,vuong
BIOT_7097_SALO_043_ANG_RIG4,43,salomon,ile_anglaise,15,35:43:00,cephalopholis.argus,cephalopholis,argus,2,marconi
BIOT_7097_PBAN_027_EAST_RIG7,27,peros_banhos,north_of_petite_ile_coquillage,30,30:00:00,cephalopholis.argus,cephalopholis,argus,2,marconi
BIOT_7097_NELS_055_RIG6,55,nelsons_island,east_of_nelsons_island,12,30:00:00,cephalopholis.argus,cephalopholis,argus,3,marconi
BIOT_7097_EGMT_086_RIG6,86,egmont,ile_des_rats,90,30:00:00,cephalopholis.argus,cephalopholis,argus,0,finch
BIOT_7097_EAGL_074_RIG5,74,eagle_island,eagle_island,0,30:00:00,cephalopholis.argus,cephalopholis,argus,1,finch
BIOT_7097_EAGL_073_RIG4,73,eagle_island,eagle_island,20,30:00:00,cephalopholis.argus,cephalopholis,argus,1,fischer
BIOT_7097_PBAN_008_SOUTH_RIG4,8,peros_banhos,ile_fouquet,90,30:00:00,cephalopholis.argus,cephalopholis,argus,2,fischer
BIOT_7097_NBRO_068_RIG4,68,brothers,north_brother,30,35:22:00,cephalopholis.argus,cephalopholis,argus,2,bunholi
BIOT_7097_SALO_044_ANG_RIG5,44,salomon,ile_anglaise,85,30:00:00,cephalopholis.argus,cephalopholis,argus,2,portice
BIOT_7097_PBAN_034_EAST_RIG5,34,peros_banhos,south_of_ile_yeye,10,30:00:00,cephalopholis.argus,cephalopholis,argus,1,portice
BIOT_7097_EGMT_088_RIG4,88,egmont,ile_lubine,50,30:00:00,cephalopholis.argus,cephalopholis,argus,1,armada
BIOT_7097_PBAN_024_EAST_RIG5,24,peros_banhos,north_of_petite_ile_coquillage,5,30:00:00,cephalopholis.argus,cephalopholis,argus,1,armada
BIOT_7097_SALO_049_MAP_RIG3,49,salomon,ile_de_la_passe_to_ile_mapou,35,30:00:00,cephalopholis.argus,cephalopholis,argus,9,zion
BIOT_7097_EAGL_071_RIG2,71,eagle_island,eagle_island,10,30:00:00,cephalopholis.argus,cephalopholis,argus,8,zion
BIOT_7097_EAGL_071_RIG2,71,eagle_island,eagle_island,10,30:00:00,cephalopholis.argus,cephalopholis,argus,1,zion
BIOT_7097_EAGL_071_RIG2,71,eagle_island,eagle_island,10,30:00:00,cephalopholis.argus,cephalopholis,argus,15,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,cephalopholis.argus,cephalopholis,argus,12,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,cephalopholis.argus,cephalopholis,argus,2,zion
BIOT_7097_SALO_050_MAP_RIG2,50,salomon,ile_de_la_passe_to_ile_mapou,26,30:00:00,cephalopholis.argus,cephalopholis,argus,5,nguyen
BIOT_7097_EGMT_095_RIG6,95,egmont,ile_des_rats,15,30:00:00,cephalopholis.argus,cephalopholis,argus,3,nguyen
BIOT_7097_SALO_045_ANG_RIG6,45,salomon,ile_anglaise,40,30:00:00,carcharhinus.argus,carcharhinus,argus,1,vuong
BIOT_7097_SALO_042_ANG_RIG3,42,salomon,ile_anglaise,20,30:00:00,cephalopholis.argus,cephalopholis,argus,2,kelly
BIOT_7097_SALO_038_BOD_RIG4,38,salomon,ile_boddam,70,30:00:00,cephalopholis.argus,cephalopholis,argus,3,kelly
BIOT_7097_EGMT_091_RIG2,91,egmont,ile_carre_pate,60,30:00:00,cephalopholis.argus,cephalopholis,argus,4,beckman
BIOT_7097_EAGL_078_RIG4,78,eagle_island,eagle_island,75,30:00:00,cephalopholis.argus,cephalopholis,argus,1,beckman
BIOT_7097_EGMT_094_RIG5,94,egmont,ile_sudest,15,35:26:00,cephalopholis.argus,cephalopholis,argus,3,podolinsky
BIOT_7097_EGMT_094_RIG5,94,egmont,ile_sudest,15,35:26:00,cephalopholis.argus,cephalopholis,argus,2,podolinsky
BIOT_7097_NELS_056_RIG6,56,nelsons_island,nelsons_island,10,35:26:00,cephalopholis.argus,cephalopholis,argus,1,podolinsky
BIOT_7097_PBAN_030_EAST_RIG2,30,peros_banhos,north_of_petite_ile_coquillage,20,35:26:00,cephalopholis.argus,cephalopholis,argus,2,podolinsky
BIOT_7097_SALO_039_BOD_RIG3,39,salomon,ile_boddam,80,35:26:00,cephalopholis.argus,cephalopholis,argus,3,podolinsky
BIOT_7097_PBAN_009_SOUTH_RIG5,9,peros_banhos,ile_fouquet,65,30:00:00,cephalopholis.argus,cephalopholis,argus,1,armstrong
BIOT_7097_SALO_043_ANG_RIG4,43,salomon,ile_anglaise,15,35:43:00,lutjanus.bohar,lutjanus,bohar,20,marconi
BIOT_7097_PBAN_027_EAST_RIG8,27,peros_banhos,north_of_petite_ile_coquillage,30,30:00:00,lutjanus.bohar,lutjanus,bohar,6,marconi
BIOT_7097_NELS_055_RIG6,55,nelsons_island,east_of_nelsons_island,12,30:00:00,lutjanus.bohar,lutjanus,bohar,1,marconi
BIOT_7097_NBRO_067_RIG5,67,brothers,north_brother,20,30:00:00,lutjanus.bohar,lutjanus,bohar,2,marconi
BIOT_7097_NBRO_065_RIG6,65,brothers,north_brother,85,30:00:00,lutjanus.bohar,lutjanus,bohar,0,finch
BIOT_7097_EGMT_086_RIG6,86,egmont,ile_des_rats,90,30:00:00,lutjanus.bohar,lutjanus,bohar,2,finch
BIOT_7097_EAGL_074_RIG5,74,eagle_island,eagle_island,0,30:00:00,lutjanus.bohar,lutjanus,bohar,0,finch
BIOT_7097_EAGL_073_RIG4,73,eagle_island,eagle_island,20,30:00:00,lutjanus.bohar,lutjanus ,bohar,1,fischer
BIOT_7097_EGMT_087_RIG5,87,egmont,ile_lubine,85,30:00:00,lutjanus.bohar,lutjanus,bohar,2,fischer
BIOT_7097_SALO_047_MAP_RIG5,47,salomon,ile_de_la_passe_to_ile_mapou,20,35:22:00,lutjanus.bohar,lutjanus,bohar,2,bunholi
BIOT_7097_NBRO_068_RIG4,68,brothers,north_brother,30,35:22:00,lutjanus.bohar,lutjanus,bohar,2,bunholi
BIOT_7097_EGMT_081_RIG2,81,egmont,ile_des_rats,15,35:22:00,lutjanus.bohar,lutjanus,bohar,5,bunholi
BIOT_7097_EAGL_080_RIG2,80,eagle_island,eagle_island,20,30:00:00,lutjanus.bohar,lutjanus,bohar,20,hensch
BIOT_7097_PBAN_029_EAST_RIG3,29,peros_banhos,north_of_petite_ile_coquillage,10,30:00:00,lutjanus.bohar,lutjanus,bohar,12,hensch
BIOT_7097_NBRO_063_RIG4,63,brothers,north_brother,20,30:00:00,lutjanus.bohar,lutjanus,bohar,1,armada
BIOT_7097_EGMT_088_RIG4,88,egmont,ile_lubine,50,30:00:00,lutjanus.bohar,lutjanus,bohar,4,armada
BIOT_7097_PBAN_018_SOUTH_RIG4,18,peros_banhos,ile_du_coin,40,30:00:00,lutjanus.bohar,lutjanus,bohar,1,armada
BIOT_7097_EAGL_071_RIG2,71,eagle_island,eagle_island,10,30:00:00,lutjanus.bohar,lutjanus,bohar,1,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,lutjanus.bohar,lutjanus,bohar,9,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,lutjanus.bohar,lutjanus,bohar,11,zion
BIOT_7097_SALO_050_MAP_RIG2,50,salomon,ile_de_la_passe_to_ile_mapou,26,30:00:00,lutjanus.bohar,lutjanus,bohar,17,nguyen
BIOT_7097_NELS_058_RIG4,58,nelsons_island,east_of_nelsons_island,31,30:00:00,lutjanus.bohar,lutjanus,bohar,1,nguyen
BIOT_7097_EGMT_095_RIG6,95,egmont,ile_des_rats,15,30:00:00,lutjanus.bohar,lutjanus,bohar,5,nguyen
BIOT_7097_PBAN_033_EAST_RIG4,33,peros_banhos,south_of_ile_yeye,5,30:00:00,lutjanus.bohar,lutjanus,bohar,23,monroe
BIOT_7097_NBRO_066_RIG6,66,brothers,north_brother,25,30:00:00,lutjanus.bohar,lutjanus,bohar,1,monroe
BIOT_7097_EGMT_004_RIG6,4,egmont,ile_sudest,35,30:00:00,lutjanus.bohar,lutjanus,bohar,5,monroe
BIOT_7097_NBRO_061_RIG2,61,brothers,north_brother,20,30:00:00,lutjanus.bohar,lutjanus,bohar,1,vuong
BIOT_7097_SALO_040_BOD_RIG2,40,salomon,ile_boddam,70,25:00:00,lutjanus.bohar,lutjanus,bohar,3,barone
BIOT_7097_SALO_042_ANG_RIG3,42,salomon,ile_anglaise,20,30:00:00,lutjanus.bohar,lutjanus,bohar,1,kelly
BIOT_7097_SALO_038_BOD_RIG4,38,salomon,ile_boddam,70,30:00:00,lutjanus.bohar,lutjanus,bohar,5,kelly
BIOT_7097_NELS_053_RIG4,53,nelsons_island,east_of_nelsons_island,10,30:00:00,lutjanus.bohar,lutjanus,bohar,2,kelly
BIOT_7097_EGMT_091_RIG2,91,egmont,ile_carre_pate,60,30:00:00,lutjanus.bohar,lutjanus,bohar,3,beckman
BIOT_7097_EAGL_078_RIG4,78,eagle_island,eagle_island,75,30:00:00,lutjanus.bohar,lutjanus,bohar,1,beckman
BIOT_7097_PBAN_035_EAST_RIG6,35,peros_banhos,south_of_ile_yeye,15,31:00:00,lutjanus.bohar,lutjanus,bohar,1,li
BIOT_7097_EGMT_093_RIG4,93,egmont,ile_carre_pate,60,32:00:00,lutjanus.bohar,lutjanus,bohar,4,li
BIOT_7097_SALO_039_BOD_RIG3,39,salomon,ile_boddam,80,35:26:00,lutjanus.bohar,lutjanus,bohar,5,podolinsky
BIOT_7097_PBAN_009_SOUTH_RIG5,9,peros_banhos,ile_fouquet,65,30:00:00,lutjanus.bohar,lutjanus,bohar,62,armstrong
BIOT_7097_EGMT_092_RIG3,92,egmont,ile_carre_pate,30,30:00:00,lutjanus.bohar,lutjanus,bohar,3,armstrong
BIOT_7097_NBRO_068_RIG4,68,brothers,north_brother,30,35:22:00,sufflamen.bursa,sufflamen,bursa,1,bunholi
BIOT_7097_NELS_052_RIG3,52,nelsons_island,east_of_nelsons_island,55,30:00:00,sufflamen.bursa,sufflamen,bursa,1,li
BIOT_7097_NBRO_063_RIG4,63,brothers,north_brother,20,30:00:00,parupeneus.cyclostomus,parupeneus,cyclostomus,1,armada
BIOT_7097_NBRO_067_RIG5,67,brothers,north_brother,20,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,9,marconi
BIOT_7097_SALO_047_MAP_RIG5,47,salomon,ile_de_la_passe_to_ile_mapou,20,35:22:00,lethrinus.enigmaticus,lethrinus,enigmaticus,1,bunholi
BIOT_7097_NELS_057_RIG5,57,nelsons_island,nelsons_island,40,35:22:00,lethrinus.enigmaticus,lethrinus,enigmaticus,2,bunholi
BIOT_7097_NELS_051_RIG2,51,nelsons_island,east_of_nelsons_island,30,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,2,hensch
BIOT_7097_EAGL_071_RIG2,71,eagle_island,eagle_island,10,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,5,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,3,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,1,zion
BIOT_7097_NBRO_066_RIG6,66,brothers,north_brother,25,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,10,monroe
BIOT_7097_EGMT_004_RIG6,4,egmont,ile_sudest,35,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,2,monroe
BIOT_7097_NBRO_061_RIG2,61,brothers,north_brother,20,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,7,vuong
"
BIOT_7097_EGMT_003_RIG4",3,egmont,ile_sudest,40,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,120,barone
BIOT_7097_PBAN_006_SOUTH_RIG2,6,peros_banhos,ile_fouquet,80,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,18,beckman
BIOT_7097_EGMT_091_RIG2,91,egmont,ile_carre_pate,60,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,2,beckman
BIOT_7097_EAGL_078_RIG4,78,eagle_island,eagle_island,75,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,4,beckman
BIOT_7097_SALO_039_BOD_RIG3,39,salomon,ile_boddam,80,35:26:00,lethrinus.enigmaticus,lethrinus,enigmaticus,3,podolinsky
BIOT_7097_EGMT_092_RIG3,92,egmont,ile_carre_pate,30,30:00:00,lethrinus.enigmaticus,lethrinus,enigmaticus,2,armstrong
BIOT_7097_PBAN_027_EAST_RIG15,27,peros_banhos,north_of_petite_ile_coquillage,30,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,marconi
BIOT_7097_EAGL_074_RIG5,74,eagle_island,eagle_island,0,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,0,finch
BIOT_7097_PBAN_008_SOUTH_RIG4,8,peros_banhos,ile_fouquet,90,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,fischer
BIOT_7097_NELS_057_RIG5,57,nelsons_island,nelsons_island,40,35:22:00,nebrius.ferrugineus,nebrius,ferrugineus,1,bunholi
BIOT_7097_EGMT_088_RIG4,88,egmont,ile_lubine,50,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,armada
BIOT_7097_SALO_046_MAP_RIG6,46,salomon,ile_de_la_passe_to_ile_mapou,40,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,grisson
BIOT_7097_SALO_049_MAP_RIG3,49,salomon,ile_de_la_passe_to_ile_mapou,35,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,zion
BIOT_7097_EAGL_071_RIG2,71,eagle_island,eagle_island,10,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,2,zion
BIOT_7097_SALO_050_MAP_RIG2,50,salomon,ile_de_la_passe_to_ile_mapou,26,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,2,nguyen
BIOT_7097_NELS_058_RIG4,58,nelsons_island,east_of_nelsons_island,31,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,nguyen
BIOT_7097_PBAN_033_EAST_RIG4,33,peros_banhos,south_of_ile_yeye,5,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,monroe
BIOT_7097_SALO_040_BOD_RIG2,40,salomon,ile_boddam,70,25:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,barone
BIOT_7097_PBAN_006_SOUTH_RIG2,6,peros_banhos,ile_fouquet,80,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,beckman
BIOT_7097_EGMT_092_RIG3,92,egmont,ile_carre_pate,30,30:00:00,nebrius.ferrugineus,nebrius,ferrugineus,1,armstrong
BIOT_7097_NELS_057_RIG5,57,nelsons_island,nelsons_island,40,35:22:00,sphyraena.forsteri,sphyraena,forsteri,1,bunholi
BIOT_7097_NBRO_068_RIG4,68,brothers,north_brother,30,35:22:00,sphyraena.forsteri,sphyraena,forsteri,1,bunholi
BIOT_7097_SALO_046_MAP_RIG6,46,salomon,ile_de_la_passe_to_ile_mapou,40,30:00:00,paracirrhites.forsteri,paracirrhites,forsteri,1,grisson
BIOT_7097_SALO_049_MAP_RIG3,49,salomon,ile_de_la_passe_to_ile_mapou,35,30:00:00,paracirrhites.forsteri,paracirrhites,forsteri,13,zion
BIOT_7097_EAGL_071_RIG2,71,eagle_island,eagle_island,10,30:00:00,paracirrhites.forsteri,paracirrhites,forsteri,1,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,paracirrhites.forsteri,paracirrhites,forsteri,1,zion
BIOT_7097_EGMT_084_RIG5,84,egmont,ile_sudest,15,30:00:00,paracirrhites.forsteri,paracirrhites,forsteri,1,zion
BIOT_7097_EAGL_078_RIG4,78,eagle_island,eagle_island,75,30:00:00,paracirrhites.forsteri,paracirrhites,forsteri,3,beckman
BIOT_7097_EAGL_080_RIG2,80,eagle_island,eagle_island,20,30:00:00,aphareus.furca,aphareus,furca,1,hensch
BIOT_7097_EGMT_088_RIG4,88,egmont,ile_lubine,50,30:00:00,aphareus.furca,aphareus,furca,1,armada
BIOT_7097_PBAN_018_SOUTH_RIG4,18,peros_banhos,ile_du_coin,40,30:00:00,aphareus.furca,aphareus,furca,1,armada
BIOT_7097_PBAN_024_EAST_RIG5,24,peros_banhos,north_of_petite_ile_coquillage,5,30:00:00,aphareus.furca,aphareus,furca,1,armada
BIOT_7097_PBAN_009_SOUTH_RIG5,9,peros_banhos,ile_fouquet,65,30:00:00,aphareus.furca,aphareus,furca,5,armstrong
BIOT_7097_NELS_055_RIG6,55,nelsons_island,east_of_nelsons_island,12,30:00:00,epinephelus.fuscoguttatus,epinephelus,fuscoguttatus,1,marconi
BIOT_7097_SALO_049_MAP_RIG3,49,salomon,ile_de_la_passe_to_ile_mapou,35,30:00:00,epinephelus.fuscoguttatus,epinephelus,fuscoguttatus,1,zion
BIOT_7097_SALO_049_MAP_RIG3,49,salomon,ile_de_la_passe_to_ile_mapou,35,30:00:00,epinephelus.fuscoguttatus,epinephelus,fuscoguttatus,1,zion
BIOT_7097_SALO_038_BOD_RIG4,38,salomon,ile_boddam,70,30:00:00,epinephelus.fuscoguttatus,epinephelus,fuscoguttatus,2,kelly
BIOT_7097_SALO_044_ANG_RIG5,44,salomon,ile_anglaise,85,30:00:00,lutjanus.gibbus,lutjanus,gibbus,3,portice
