FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.403353,403353,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Acanthuridae,Acanthurus grammoptilus,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.403354,403354,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Acanthuridae,Acanthurus nigricauda,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.403355,403355,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Acanthuridae,Acanthurus olivaceus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403393,403393,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Acanthuridae,Ctenochaetus binotatus,1,15,GJE,POINT (145.45 -14.66)
M1_DATA.403394,403394,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Acanthuridae,Ctenochaetus binotatus,2,10,GJE,POINT (145.45 -14.66)
M1_DATA.403484,403484,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Acanthuridae,Zebrasoma scopas,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403485,403485,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Acanthuridae,Zebrasoma scopas,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403404,403404,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Blenniidae,Ecsenius bicolor,1,3,GJE,POINT (145.45 -14.66)
M1_DATA.403405,403405,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Blenniidae,Ecsenius stictus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403422,403422,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Blenniidae,Meiacanthus atrodorsalis,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403437,403437,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Blenniidae,Plagiotremus rhinorhynchos,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403438,403438,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Blenniidae,Plagiotremus rhinorhynchos,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.403361,403361,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Carangidae,Caranx sexfasciatus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403362,403362,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon aureofasciatus,1,4,GJE,POINT (145.45 -14.66)
M1_DATA.403363,403363,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon aureofasciatus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403364,403364,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon auriga,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403365,403365,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon baronessa,1,4,GJE,POINT (145.45 -14.66)
M1_DATA.403366,403366,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon baronessa,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.403367,403367,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon citrinellus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403368,403368,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon kleinii,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403369,403369,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon kleinii,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403370,403370,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon lunulatus,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403371,403371,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon lunulatus,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.403372,403372,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon melannotus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403373,403373,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon melannotus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403374,403374,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon plebeius,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403375,403375,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon rainfordi,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403376,403376,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon speculum,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403377,403377,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,1,4,GJE,POINT (145.45 -14.66)
M1_DATA.403358,403358,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Gobiidae,Amblygobius phalaena,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403409,403409,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Gobiidae,Fusigobius signipinnis,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403417,403417,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Gobiidae,Istigobius decoratus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403418,403418,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Gobiidae,Koumansetta rainfordi,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403439,403439,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Haemulidae,Plectorhinchus chaetodonoides,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403440,403440,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Haemulidae,Plectorhinchus chrysotaenia,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403441,403441,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Haemulidae,Plectorhinchus lineatus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403359,403359,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Anampses neoguinaicus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403360,403360,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Bodianus axillaris,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403378,403378,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Cheilinus chlorourus,1,6,GJE,POINT (145.45 -14.66)
M1_DATA.403379,403379,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Cheilinus chlorourus,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.403380,403380,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Cheilinus trilobatus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403390,403390,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Coris batuensis,1,4,GJE,POINT (145.45 -14.66)
M1_DATA.403391,403391,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Coris batuensis,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.403406,403406,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Epibulus insidiator,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403407,403407,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Epibulus insidiator,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403410,403410,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Gomphosus varius,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403411,403411,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Halichoeres chloropterus,1,5,GJE,POINT (145.45 -14.66)
M1_DATA.403412,403412,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Halichoeres chloropterus,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.403413,403413,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Halichoeres melanurus,1,90,GJE,POINT (145.45 -14.66)
M1_DATA.403414,403414,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Halichoeres melanurus,2,43,GJE,POINT (145.45 -14.66)
M1_DATA.403415,403415,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Hemigymnus melapterus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403416,403416,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Hemigymnus melapterus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403419,403419,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Labrichthys unilineatus,1,3,GJE,POINT (145.45 -14.66)
M1_DATA.403420,403420,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Labrichthys unilineatus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403425,403425,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Oxycheilinus digrammus,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403426,403426,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Oxycheilinus digrammus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403479,403479,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Stethojulis strigiventer,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403480,403480,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Stethojulis strigiventer,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.403481,403481,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Thalassoma hardwicke,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403482,403482,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Thalassoma lunare,1,38,GJE,POINT (145.45 -14.66)
M1_DATA.403483,403483,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Thalassoma lunare,2,13,GJE,POINT (145.45 -14.66)
M1_DATA.403421,403421,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Lutjanidae,Lutjanus carponotatus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403461,403461,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Microdesmidae,Ptereleotris evides,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403462,403462,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Microdesmidae,Ptereleotris evides,2,17,GJE,POINT (145.45 -14.66)
M1_DATA.403392,403392,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mugilidae,Crenimugil crenilabis,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.403429,403429,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus barberinus,1,3,GJE,POINT (145.45 -14.66)
M1_DATA.403430,403430,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus barberinus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403431,403431,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus crassilabris,1,3,GJE,POINT (145.45 -14.66)
M1_DATA.403432,403432,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus crassilabris,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403433,403433,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus cyclostomus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403434,403434,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus cyclostomus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403435,403435,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus multifasciatus,1,4,GJE,POINT (145.45 -14.66)
M1_DATA.403436,403436,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Mullidae,Parupeneus multifasciatus,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.403470,403470,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Nemipteridae,Scolopsis bilineata,1,10,GJE,POINT (145.45 -14.66)
M1_DATA.403471,403471,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Nemipteridae,Scolopsis bilineata,2,10,GJE,POINT (145.45 -14.66)
M1_DATA.403472,403472,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Nemipteridae,Scolopsis margaritifer,1,7,GJE,POINT (145.45 -14.66)
M1_DATA.403473,403473,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Nemipteridae,Scolopsis margaritifer,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.403427,403427,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pinguipedidae,Parapercis australis,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403428,403428,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pinguipedidae,Parapercis pacifica,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403444,403444,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacanthidae,Pomacanthus sexstriatus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403445,403445,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacanthidae,Pomacanthus sexstriatus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403349,403349,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Abudefduf whitleyi,1,13,GJE,POINT (145.45 -14.66)
M1_DATA.403350,403350,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Abudefduf whitleyi,2,13,GJE,POINT (145.45 -14.66)
M1_DATA.403351,403351,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Acanthochromis polyacanthus,1,103,GJE,POINT (145.45 -14.66)
M1_DATA.403352,403352,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Acanthochromis polyacanthus,2,55,GJE,POINT (145.45 -14.66)
M1_DATA.403356,403356,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,1,23,GJE,POINT (145.45 -14.66)
M1_DATA.403357,403357,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,2,24,GJE,POINT (145.45 -14.66)
M1_DATA.403382,403382,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis atripectoralis,1,4,GJE,POINT (145.45 -14.66)
M1_DATA.403383,403383,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis atripectoralis,2,21,GJE,POINT (145.45 -14.66)
M1_DATA.403384,403384,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis ternatensis,1,33,GJE,POINT (145.45 -14.66)
M1_DATA.403385,403385,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis ternatensis,2,15,GJE,POINT (145.45 -14.66)
M1_DATA.403386,403386,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis viridis,1,163,GJE,POINT (145.45 -14.66)
M1_DATA.403387,403387,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis viridis,2,165,GJE,POINT (145.45 -14.66)
M1_DATA.403388,403388,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chrysiptera rollandi,1,66,GJE,POINT (145.45 -14.66)
M1_DATA.403389,403389,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chrysiptera rollandi,2,75,GJE,POINT (145.45 -14.66)
M1_DATA.403395,403395,4000720,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Dascyllus aruanus,1,4,GJE,POINT (145.45 -14.66)
