FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.407851,407851,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Labridae,Thalassoma lunare,1,76,GJE,POINT (145.45 -14.66)
M1_DATA.403557,403557,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Lethrinidae,Monotaxis grandoculis,1,8,GJE,POINT (145.45 -14.66)
M1_DATA.403558,403558,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Lethrinidae,Monotaxis grandoculis,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403555,403555,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Lutjanidae,Lutjanus gibbus,2,6,GJE,POINT (145.45 -14.66)
M1_DATA.407832,407832,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Microdesmidae,Ptereleotris evides,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403562,403562,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Mullidae,Parupeneus barberinus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403563,403563,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Mullidae,Parupeneus crassilabris,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403564,403564,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Mullidae,Parupeneus multifasciatus,1,4,GJE,POINT (145.45 -14.66)
M1_DATA.403565,403565,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Mullidae,Parupeneus multifasciatus,2,5,GJE,POINT (145.45 -14.66)
M1_DATA.407841,407841,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Nemipteridae,Scolopsis bilineata,1,6,GJE,POINT (145.45 -14.66)
M1_DATA.407842,407842,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Nemipteridae,Scolopsis bilineata,2,5,GJE,POINT (145.45 -14.66)
M1_DATA.407843,407843,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Nemipteridae,Scolopsis margaritifer,1,8,GJE,POINT (145.45 -14.66)
M1_DATA.407844,407844,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Nemipteridae,Scolopsis margaritifer,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.403496,403496,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Plesiopidae,Assessor flavissimus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.403503,403503,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacanthidae,Centropyge bicolor,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403504,403504,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacanthidae,Centropyge bicolor,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.407816,407816,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacanthidae,Pomacanthus sexstriatus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403486,403486,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Abudefduf whitleyi,1,12,GJE,POINT (145.45 -14.66)
M1_DATA.403487,403487,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Abudefduf whitleyi,2,10,GJE,POINT (145.45 -14.66)
M1_DATA.403488,403488,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Acanthochromis polyacanthus,1,108,GJE,POINT (145.45 -14.66)
M1_DATA.403489,403489,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Acanthochromis polyacanthus,2,96,GJE,POINT (145.45 -14.66)
M1_DATA.403493,403493,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,1,20,GJE,POINT (145.45 -14.66)
M1_DATA.403494,403494,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,2,29,GJE,POINT (145.45 -14.66)
M1_DATA.403528,403528,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chromis atripectoralis,1,60,GJE,POINT (145.45 -14.66)
M1_DATA.403529,403529,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chromis atripectoralis,2,50,GJE,POINT (145.45 -14.66)
M1_DATA.403530,403530,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chromis ternatensis,1,62,GJE,POINT (145.45 -14.66)
M1_DATA.403531,403531,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chromis viridis,1,55,GJE,POINT (145.45 -14.66)
M1_DATA.403532,403532,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chromis viridis,2,93,GJE,POINT (145.45 -14.66)
M1_DATA.403533,403533,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chrysiptera rollandi,1,95,GJE,POINT (145.45 -14.66)
M1_DATA.403534,403534,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chrysiptera rollandi,2,115,GJE,POINT (145.45 -14.66)
M1_DATA.403538,403538,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Dascyllus aruanus,1,16,GJE,POINT (145.45 -14.66)
M1_DATA.403539,403539,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Dascyllus aruanus,2,5,GJE,POINT (145.45 -14.66)
M1_DATA.403540,403540,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Dascyllus reticulatus,1,45,GJE,POINT (145.45 -14.66)
M1_DATA.403541,403541,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Dascyllus reticulatus,2,55,GJE,POINT (145.45 -14.66)
M1_DATA.403548,403548,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Hemiglyphidodon plagiometopon,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.403560,403560,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Neopomacentrus azysron,1,85,GJE,POINT (145.45 -14.66)
M1_DATA.403561,403561,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Neopomacentrus azysron,2,45,GJE,POINT (145.45 -14.66)
M1_DATA.407817,407817,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus adelus,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.407818,407818,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus amboinensis,1,160,GJE,POINT (145.45 -14.66)
M1_DATA.407819,407819,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus amboinensis,2,173,GJE,POINT (145.45 -14.66)
M1_DATA.407820,407820,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus brachialis,1,355,GJE,POINT (145.45 -14.66)
M1_DATA.407821,407821,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus brachialis,2,275,GJE,POINT (145.45 -14.66)
M1_DATA.407822,407822,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus lepidogenys,1,21,GJE,POINT (145.45 -14.66)
M1_DATA.407823,407823,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus lepidogenys,2,13,GJE,POINT (145.45 -14.66)
M1_DATA.407824,407824,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus moluccensis,1,110,GJE,POINT (145.45 -14.66)
M1_DATA.407825,407825,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus moluccensis,2,130,GJE,POINT (145.45 -14.66)
M1_DATA.407826,407826,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus spp.,1,50,GJE,POINT (145.45 -14.66)
M1_DATA.407827,407827,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus spp.,2,57,GJE,POINT (145.45 -14.66)
M1_DATA.407828,407828,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Pomacentrus wardi,2,5,GJE,POINT (145.45 -14.66)
M1_DATA.407829,407829,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Premnas biaculeatus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.407849,407849,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Stegastes nigricans,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.407830,407830,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Priacanthidae,Priacanthus hamrur,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.407831,407831,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Pseudochromidae,Pseudochromis fuscus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.403526,403526,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Chlorurus sordidus,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.403527,403527,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Chlorurus sordidus,2,9,GJE,POINT (145.45 -14.66)
M1_DATA.407833,407833,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus chameleon,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.407834,407834,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus dimidiatus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.407835,407835,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus flavipectoralis,1,6,GJE,POINT (145.45 -14.66)
M1_DATA.407836,407836,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus flavipectoralis,2,4,GJE,POINT (145.45 -14.66)
M1_DATA.407837,407837,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus niger,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.407838,407838,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus schlegeli,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.407839,407839,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus schlegeli,2,3,GJE,POINT (145.45 -14.66)
M1_DATA.407840,407840,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Scaridae,Scarus spp.,1,14,GJE,POINT (145.45 -14.66)
M1_DATA.407814,407814,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Serranidae,Plectropomus leopardus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.407815,407815,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Serranidae,Plectropomus leopardus,2,1,GJE,POINT (145.45 -14.66)
M1_DATA.407845,407845,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Siganidae,Siganus corallinus,1,1,GJE,POINT (145.45 -14.66)
M1_DATA.407846,407846,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Siganidae,Siganus doliatus,1,3,GJE,POINT (145.45 -14.66)
M1_DATA.407847,407847,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Siganidae,Siganus doliatus,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.407848,407848,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Siganidae,Siganus spp.,2,2,GJE,POINT (145.45 -14.66)
M1_DATA.403502,403502,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Tetraodontidae,Canthigaster papua,1,3,GJE,POINT (145.45 -14.66)
M1_DATA.407852,407852,4000721,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD51,Watsons Bay north,-14.66,145.45,2010-06-27T14:00:00Z,4,Chordata,Actinopterygii,Zanclidae,Zanclus cornutus,1,2,GJE,POINT (145.45 -14.66)
M1_DATA.405828,405828,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Acanthuridae,Acanthurid spp.,1,1,TJA,POINT (145.45 -14.66)
M1_DATA.405829,405829,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Acanthuridae,Acanthurus olivaceus,1,2,TJA,POINT (145.45 -14.66)
M1_DATA.405864,405864,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Acanthuridae,Ctenochaetus binotatus,1,3,TJA,POINT (145.45 -14.66)
M1_DATA.405865,405865,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Acanthuridae,Ctenochaetus binotatus,2,2,TJA,POINT (145.45 -14.66)
M1_DATA.405882,405882,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Acanthuridae,Naso brevirostris,1,3,TJA,POINT (145.45 -14.66)
M1_DATA.405927,405927,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Acanthuridae,Zebrasoma scopas,1,2,TJA,POINT (145.45 -14.66)
M1_DATA.405928,405928,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Acanthuridae,Zebrasoma veliferum,1,1,TJA,POINT (145.45 -14.66)
M1_DATA.405921,405921,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Balistidae,Sufflamen chrysopterum,2,2,TJA,POINT (145.45 -14.66)
M1_DATA.405879,405879,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Blenniidae,Meiacanthus atrodorsalis,1,2,TJA,POINT (145.45 -14.66)
M1_DATA.405880,405880,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Blenniidae,Meiacanthus atrodorsalis,2,1,TJA,POINT (145.45 -14.66)
M1_DATA.405881,405881,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Blenniidae,Meiacanthus grammistes,1,1,TJA,POINT (145.45 -14.66)
M1_DATA.405893,405893,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Blenniidae,Plagiotremus rhinorhynchos,1,1,TJA,POINT (145.45 -14.66)
M1_DATA.405894,405894,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Blenniidae,Plagiotremus rhinorhynchos,2,1,TJA,POINT (145.45 -14.66)
M1_DATA.405895,405895,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Blenniidae,Plagiotremus tapeinosoma,1,1,TJA,POINT (145.45 -14.66)
M1_DATA.405833,405833,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Caesionidae,Caesio teres,1,12,TJA,POINT (145.45 -14.66)
M1_DATA.405837,405837,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon aureofasciatus,2,1,TJA,POINT (145.45 -14.66)
M1_DATA.405838,405838,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon auriga,1,1,TJA,POINT (145.45 -14.66)
M1_DATA.405839,405839,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon baronessa,2,1,TJA,POINT (145.45 -14.66)
M1_DATA.405840,405840,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon citrinellus,2,2,TJA,POINT (145.45 -14.66)
M1_DATA.405841,405841,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon ephippium,1,1,TJA,POINT (145.45 -14.66)
M1_DATA.405842,405842,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon kleinii,1,2,TJA,POINT (145.45 -14.66)
M1_DATA.405843,405843,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon kleinii,2,2,TJA,POINT (145.45 -14.66)
M1_DATA.405844,405844,4000722,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD52,Watsons-Turtle Reef,-14.66,145.45,2010-06-27T14:00:00Z,3.7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon lunulatus,1,1,TJA,POINT (145.45 -14.66)
