Family,Corrected Name,FB-Code,Sample Size,PLD- Mean,PLD- Max,PLD - Min
Pleuronectidae,Hypsopsetta guttulata,4241,,38.5,38.5,
Pleuronectidae,Hypsopsetta guttulata,4241,,38.5,38.5,
Pleuronectidae,Hypsopsetta guttulata,4241,,,,
Pleuronectidae,Kareius bicoloratus,8557,,,,
Pleuronectidae,Lepidopsetta bilineata,24237,,,,
Pleuronectidae,Limanda ferruginea,521,,,,
Pleuronectidae,Microstomus pacificus,4247,,364,364,
Pleuronectidae,Parophrys vetulus,4248,,63,63,
Pleuronectidae,Platichthys stellatus,4249,,42.5,42.5,
Pleuronectidae,Platichthys stellatus,4249,,57,57,
Pleuronectidae,Platichthys stellatus,4249,,39,39,
Pleuronectidae,Platichthys stellatus,4249,,65,65,
Pleuronectidae,Platichthys stellatus,4249,,,,
Pleuronectidae,Platichthys stellatus,4249,,,,
Pleuronectidae,Pleuronectes platessa,1342,,100,100,
Pleuronectidae,Pleuronectes platessa,1342,,,,
Pleuronectidae,Psettichthys melanostictus,4255,,,,
Pleuronectidae,Pseudopleuronectes americanus,524,,87,87,
Pleuronectidae,Pseudopleuronectes americanus,524,,87,230,33
Pleuronectidae,Pseudopleuronectes americanus,524,,49,49,
Pleuronectidae,Pseudopleuronectes americanus,524,,80,80,
Pleuronectidae,Pseudopleuronectes americanus,524,,180,180,
Pleuronectidae,Pseudopleuronectes herzensteini,8556,,,,
Pleuronectidae,Pseudopleuronectes yokohamae,8170,,,,
Pleuronectidae,Rhombosolea tapirina,8889,,48.5,48.5,
Pleuronectidae,Rhombosolea tapirina,8889,,65,65,
Pomacanthidae,Apolemichthys trimaculatus,6525,3,24.17,26,22
Pomacanthidae,Apolemichthys trimaculatus,6525,3,24.2,26,22
Pomacanthidae,Centropyge acanthops,9222,1,34,34,34
Pomacanthidae,Centropyge argi,3607,4,36.8,40,34
Pomacanthidae,Centropyge bicolor,5454,3,32,34,29
Pomacanthidae,Centropyge bispinosa,5458,3,32,33,31
Pomacanthidae,Centropyge eibli,10870,6,25.3,27,24
Pomacanthidae,Centropyge ferrugata,6667,1,38,38,
Pomacanthidae,Centropyge fisheri,7813,,38.33,38.33,
Pomacanthidae,Centropyge flavicauda,5664,3,38.33,39,37
Pomacanthidae,Centropyge flavissima,5457,4,30,32,27
Pomacanthidae,Centropyge flavissima,5457,3,30.3,32,28
Pomacanthidae,Centropyge heraldi,5665,4,32,32,32
Pomacanthidae,Centropyge interruptus,10990,2,31.5,34,29
Pomacanthidae,Centropyge loricula,7814,1,38,38,
Pomacanthidae,Centropyge multifasciata,5666,3,26.2,28,25
Pomacanthidae,Centropyge nox,6647,2,31.5,33,28
Pomacanthidae,Centropyge potteri,7812,4,35.5,38,34
Pomacanthidae,Centropyge tibicen,6548,3,30,34,27
Pomacanthidae,Centropyge venustus,11189,1,25,25,25
Pomacanthidae,Centropyge vrolikii,5447,1,29,29,
Pomacanthidae,Chaetodontoplus duboulayi,10823,34,21.64,23,18
Pomacanthidae,Chaetodontoplus melanosoma,10472,3,22.2,23,20
Pomacanthidae,Chaetodontoplus mesoleucus,5660,5,19.9,22,18
Pomacanthidae,Chaetodontoplus mesoleucus,5660,5,19.9,22,18
Pomacanthidae,Chaetodontoplus personifer,10828,4,23.25,24,23
Pomacanthidae,Chaetodontoplus septentrionalis,11124,1,23,23,
Pomacanthidae,Genicanthus bellus,5667,1,25,25,25
Pomacanthidae,Genicanthus melanospilos,8710,1,25,25,25
Pomacanthidae,Holacanthus bermudensis,3608,3,23,23,11
Pomacanthidae,Holacanthus bermudensis,3608,7,19.14285714,22,16
Pomacanthidae,Holacanthus ciliaris,3609,12,22.4,24,20
Pomacanthidae,Holacanthus tricolor,3610,11,29.7,34,24
Pomacanthidae,Pomacanthus annularis,7902,2,21,22,20
Pomacanthidae,Pomacanthus arcuatus,1117,3,21.3,22,20
Pomacanthidae,Pomacanthus arcuatus,1117,10,18.5,23,13
Pomacanthidae,Pomacanthus imperator,6504,2,22,22,22
Pomacanthidae,Pomacanthus navarchus,5661,3,22.83,24,22
Pomacanthidae,Pomacanthus paru,1118,6,17.7,19,17
Pomacanthidae,Pomacanthus semicirculatus,5663,4,19.5,20,19
Pomacanthidae,Pomacanthus sexstriatus,6564,2,18,19,17
Pomacanthidae,Pomacanthus xanthometopon,5662,4,20.38,22,19
Pomacanthidae,Pygoplites diacanthus,6572,2,24.5,26,23
Pomacentridae,Abudefduf abdominalis,6652,1,24.2,28,20
Pomacentridae,Abudefduf abdominalis,6652,2,17.5,18,17
Pomacentridae,Abudefduf bengalensis,6517,4,22.8,24,21
Pomacentridae,Abudefduf concolor,11793,24,19.7,24,15
Pomacentridae,Abudefduf concolor,11793,1,22,22,22
Pomacentridae,Abudefduf declivifrons,55868,60,21.9,28,17
Pomacentridae,Abudefduf lorenzi,5685,2,23,25,21
Pomacentridae,Abudefduf saxatilis,1119,,23,28,17
Pomacentridae,Abudefduf saxatilis,1119,3,24,28,21
Pomacentridae,Abudefduf sexfasciatus,5688,,19.5,23,16
Pomacentridae,Abudefduf sexfasciatus,5688,,18,20,16
Pomacentridae,Abudefduf sexfasciatus,5688,,19,22,16
Pomacentridae,Abudefduf sexfasciatus,5688,8,21.4,24,19
Pomacentridae,Abudefduf sexfasciatus,5688,6,17.3,18,16
Pomacentridae,Abudefduf sordidus,5689,10,26.1,31,23
Pomacentridae,Abudefduf taurus,1120,3,27.7,28,27
Pomacentridae,Abudefduf taurus,1120,,21.2,21.2,
Pomacentridae,Abudefduf troschelii,8245,11,18.1,22,16
Pomacentridae,Abudefduf vaigiensis,6630,1,23,23,23
Pomacentridae,Abudefduf vaigiensis,6630,19,22.1,27,19
Pomacentridae,Abudefduf vaigiensis,6630,3,18.3,20,17
Pomacentridae,Abudefduf whitleyi,9626,6,18.3,22,17
Pomacentridae,Acanthochromis polyacanthus,6655,8,0,0,0
Pomacentridae,Acanthochromis polyacanthus,6655,5,0,0,0
Pomacentridae,Amblyglyphidodon aureus,5690,15,17,19,16
Pomacentridae,Amblyglyphidodon aureus,5690,5,16,16,16
Pomacentridae,Amblyglyphidodon curacao,5477,42,17,22,15
Pomacentridae,Amblyglyphidodon curacao,5477,15,17,23,14
Pomacentridae,Amblyglyphidodon curacao,5477,,14,16,11
Pomacentridae,Amblyglyphidodon curacao,5477,6,17.3,18,17
Pomacentridae,Amblyglyphidodon curacao,5477,10,13.1,15,12
Pomacentridae,Amblyglyphidodon leucogaster,5691,3,17.7,18,17
Pomacentridae,Amblyglyphidodon leucogaster,5691,4,15,15,15
Pomacentridae,Amblyglyphidodon ternatensis,5692,2,20,20,20
Pomacentridae,Amphiprion akindynos,11959,18,13,14,8
Pomacentridae,Amphiprion akindynos,11959,8,11.8,13,10
Pomacentridae,Amphiprion chrysopterus,4551,1,17,17,17
Pomacentridae,Amphiprion clarkii,5448,42,8.8,11,7
Pomacentridae,Amphiprion clarkii,5448,2,15.5,16,15
Pomacentridae,Amphiprion melanopus,4654,42,11,22,8
Pomacentridae,Amphiprion melanopus,4654,15,11,13,8
Pomacentridae,Amphiprion melanopus,4654,6,18,18,
Pomacentridae,Amphiprion melanopus,4654,,12.3,12.3,
Pomacentridae,Amphiprion melanopus,4654,,9,9,
Pomacentridae,Amphiprion melanopus,4654,60,8,8,
Pomacentridae,Amphiprion melanopus,4654,12,11.3,14,9
Pomacentridae,Amphiprion melanopus,4654,5,18.6,22,15
Pomacentridae,Amphiprion percula,9209,,11,13,10
Pomacentridae,Amphiprion percula,9209,12,10.7,11,7
Pomacentridae,Amphiprion perideraion,2024,9,10.6,12,10
Pomacentridae,Amphiprion perideraion,2024,2,18,18,18
Pomacentridae,Amphiprion polymnus,8086,7,11,12,9
Pomacentridae,Amphiprion tricinctus,4655,18,10.1,11,9
Pomacentridae,Cheiloprion labiatus,5684,4,16.5,19,15
Pomacentridae,Chromis agilis,5669,4,32.7,35,30
Pomacentridae,Chromis alpha,5670,1,30,30,30
Pomacentridae,Chromis alta,11853,5,18.7,20,18
Pomacentridae,Chromis amboinensis,5671,7,22.1,25,19
Pomacentridae,Chromis atrilobata,8279,23,28.9,38,23
Pomacentridae,Chromis atrilobata,8279,2,33,38,28
Pomacentridae,Chromis atripectoralis,5450,41,16,24,10
Pomacentridae,Chromis atripectoralis,5450,4,21,21,
Pomacentridae,Chromis atripectoralis,5450,,20,21,20
Pomacentridae,Chromis atripectoralis,5450,?,10.8,12,10
Pomacentridae,Chromis atripectoralis,5450,1,19,19,
Pomacentridae,Chromis atripectoralis,5450,2,23,26,20
Pomacentridae,Chromis atripectoralis,5450,4,20.3,21,20
Pomacentridae,Chromis atripectoralis,5451,,22,24,18
Pomacentridae,Chromis atripes,4982,5,28.6,30,28
Pomacentridae,Chromis atripes,4982,10,31.4,34,25
Pomacentridae,Chromis caerulea,4983,,26,26,26
Pomacentridae,Chromis caudalis,5672,2,27,28,26
Pomacentridae,Chromis chromis,1706,425,18.6,25,15
Pomacentridae,Chromis chromis,1706,,18.1,18.1,
Pomacentridae,Chromis chrysura,6656,5,23.2,26,21
Pomacentridae,Chromis cyanea,3642,,29.9,29.9,
Pomacentridae,Chromis delta,5673,3,24,25,23
Pomacentridae,Chromis dispilus,56865,,30,30,
Pomacentridae,Chromis hanui,7817,1,27,27,27
Pomacentridae,Chromis insolata,3644,,31.7,31.7,
Pomacentridae,Chromis insolata,3644,,19.8,19.8,
Pomacentridae,Chromis iomelas,8126,7,24.4,29,17
Pomacentridae,Chromis lepidolepis,5674,5,28,29,27
Pomacentridae,Chromis lepidolepis,5674,10,30.6,34,28
Pomacentridae,Chromis limbaughi,11869,15,22.8,27,20
Pomacentridae,Chromis limbaughi,11869,5,24.2,27,20
Pomacentridae,Chromis lineata,5128,6,30.5,42,26
Pomacentridae,Chromis lineata,5128,2,37,38,36
Pomacentridae,Chromis margaritifer,5675,5,30.4,33,27
Pomacentridae,Chromis margaritifer,5675,10,33.2,36,30
Pomacentridae,Chromis multilineata,1121,2,33,33,33
Pomacentridae,Chromis multilineata,1121,12,25.7,27.08564065,
Pomacentridae,Chromis multilineata,1121,11,25.8,30,24
Pomacentridae,Chromis notata,12425,,40,44.5,36
Pomacentridae,Chromis punctipinnis,3646,14,35.2,38,32
Pomacentridae,Chromis retrofasciata,5676,9,24.2,26,22
Pomacentridae,Chromis retrofasciata,5676,10,18.7,24,17
Pomacentridae,Chromis sp.,None,3,23.7,26,20
Pomacentridae,Chromis sp.1,None,4,28,33,23
Pomacentridae,Chromis sp.2,None,5,30.2,34,27
Pomacentridae,Chromis ternatensis,5677,4,28.8,32,22
Pomacentridae,Chromis ternatensis,5677,10,28.3,31,25
Pomacentridae,Chromis vanderbilti,5678,7,36.1,47,27
Pomacentridae,Chromis vanderbilti,5678,2,31,32,30
Pomacentridae,Chromis viridis,5679,6,21,22,20
Pomacentridae,Chromis viridis,5679,20,21,25,16
Pomacentridae,Chromis viridis,5679,5,29,30,28
Pomacentridae,Chromis viridis,5679,30,28.97,32,26
Pomacentridae,Chromis viridis,5679,29,27.79,31,25
Pomacentridae,Chromis viridis,5679,26,28.19,31,25
Pomacentridae,Chromis viridis,5679,54,20.5,25,17
Pomacentridae,Chromis viridis,5679,50,20.8,22,?
Pomacentridae,Chromis viridis,5679,5,25,26,23
Pomacentridae,Chromis viridis,5679,11,24.1,29,21
Pomacentridae,Chromis viridis,5679,?,20.7,20.7,?
Pomacentridae,Chromis viridis,5679,10,20.7,24,18
Pomacentridae,Chromis weberi,5680,5,31.2,34,26
Pomacentridae,Chromis xanthura,5682,3,28.2,33,23
Pomacentridae,Chrysiptera biocellata,5693,1,19,19,
Pomacentridae,Chrysiptera biocellata,5693,5,18.6,20,14
Pomacentridae,Chrysiptera biocellata,5693,10,18.2,20,17
Pomacentridae,Chrysiptera brownriggii,5697,4,26,29,24
Pomacentridae,Chrysiptera brownriggii,5697,2,19.5,20,19
Pomacentridae,Chrysiptera brownriggii,5697,10,20.9,23,18
Pomacentridae,Chrysiptera cyanea,5695,6,19.5,21,17
Pomacentridae,Chrysiptera cyanea,5695,15,17.4,20,12
Pomacentridae,Chrysiptera cyanea,5695,10,15.4,16,14
Pomacentridae,Chrysiptera flavipinnis,11966,3,19,20,18
Pomacentridae,Chrysiptera galba,12439,10,23.5,30,20
Pomacentridae,Chrysiptera glauca,5696,3,22.7,24,20
Pomacentridae,Chrysiptera glauca,5696,9,30.4,36,25
Pomacentridae,Chrysiptera glauca,5696,10,17.5,20,15
Pomacentridae,Chrysiptera hemicyanea,6919,5,19.25,21,18
Pomacentridae,Chrysiptera hemicyanea,6919,5,19.3,21,17
Pomacentridae,Chrysiptera oxycephala,5698,10,21.5,24,19
Pomacentridae,Chrysiptera rex,5699,46,18,25,16
Pomacentridae,Chrysiptera rex,5699,18,19.5,22,16
Pomacentridae,Chrysiptera rex,5699,3,22,25,19
Pomacentridae,Chrysiptera rex,5699,3,19.7,20,19
Pomacentridae,Chrysiptera rex,5699,5,20.2,25,16
Pomacentridae,Chrysiptera rex,5699,10,19.3,23,16
Pomacentridae,Chrysiptera rollandi,5486,18,16,24,9
Pomacentridae,Chrysiptera rollandi,5486,6,23.3,24,23
Pomacentridae,Chrysiptera rollandi,5486,,18,23,12
Pomacentridae,Chrysiptera rollandi,5486,3,23,23,23
Pomacentridae,Chrysiptera rollandi,5486,6,18.5,20,16
Pomacentridae,Chrysiptera talboti,5700,1,22,22,22
Pomacentridae,Chrysiptera traceyi,5701,1,23,23,23
Pomacentridae,Dascyllus albisella,7816,2,25,26,24
Pomacentridae,Dascyllus albisella,7816,7,26.8,29,25
Pomacentridae,Dascyllus aruanus,5110,4,23.8,25,23
Pomacentridae,Dascyllus aruanus,5110,5,24.4,28,20
Pomacentridae,Dascyllus aruanus,5110,5,24.1,26,23
Pomacentridae,Dascyllus aruanus,5110,,18,23,16
Pomacentridae,Dascyllus aruanus,5110,,17.5,21,14
Pomacentridae,Dascyllus aruanus,5110,,18.5,23,15
Pomacentridae,Dascyllus aruanus,5110,5,22.4,26,20
Pomacentridae,Dascyllus aruanus,5110,4,22,23,20
Pomacentridae,Dascyllus aruanus,5110,12,20,24,16
Pomacentridae,Dascyllus flavicaudus,11972,2,27.7,32,24
Pomacentridae,Dascyllus melanurus,5111,3,23.3,24,22
Pomacentridae,Dascyllus melanurus,5111,4,21.2,22,20
Pomacentridae,Dascyllus reticulatus,5113,1,23,23,
Pomacentridae,Dascyllus reticulatus,5113,4,24.5,28,23
Pomacentridae,Dascyllus reticulatus,5113,10,20.6,22,18
Pomacentridae,Dascyllus trimaculatus,5112,2,34,35,33
Pomacentridae,Dascyllus trimaculatus,5112,5,24.2,25,21
Pomacentridae,Dascyllus trimaculatus,5112,4,26,30,23
Pomacentridae,Dischistodus chrysopoecilus,6553,15,19.5,23,16
Pomacentridae,Dischistodus melanotus,5703,2,16,16,16
Pomacentridae,Dischistodus melanotus,5703,3,13.7,15,13
Pomacentridae,Dischistodus perspicillatus,5704,3,16,17,15
Pomacentridae,Dischistodus perspicillatus,5704,11,13.8,15,12
Pomacentridae,Dischistodus prosopotaenia,6608,,17,17,
Pomacentridae,Dischistodus pseudochrysopoecilus,8242,1,23,23,23
Pomacentridae,Dischistodus pseudochrysopoecilus,8242,3,15.7,16,15
Pomacentridae,Dischistodus pseudochrysopoecilus,8242,11,14.3,15,13
Pomacentridae,Hemiglyphidodon plagiometopon,5487,10,18,20,16
Pomacentridae,Hypsypops rubicundus,3648,2,20,22,18
Pomacentridae,Lepidozygus tapeinosoma,5683,3,23,25,20
Pomacentridae,Lepidozygus tapeinosoma,5683,,15.7,15.7,
Pomacentridae,Microspathodon bairdii,12453,31,25.9,34,20
Pomacentridae,Microspathodon chrysurus,1122,3,28.7,31,27
Pomacentridae,Microspathodon chrysurus,1122,,23,23,
Pomacentridae,Microspathodon dorsalis,12455,7,28.9,30,27
Pomacentridae,Microspathodon dorsalis,12455,1,34,34,34
Pomacentridae,Neoglyphidodon melas,5707,6,14.8,16,13
Pomacentridae,Neoglyphidodon melas,5707,10,16.1,18,14
Pomacentridae,Neoglyphidodon nigroris,5708,4,17.75,21,15
Pomacentridae,Neoglyphidodon nigroris,5708,5,17,21,14
Pomacentridae,Neoglyphidodon nigroris,5708,10,21.7,24,19
Pomacentridae,Neopomacentrus azysron,10227,1,24,24,24
Pomacentridae,Neopomacentrus azysron,10227,5,18.2,19,17
Pomacentridae,Neopomacentrus azysron,10227,1,24,24,
Pomacentridae,Neopomacentrus bankieri,12458,60,21,21,
Pomacentridae,Neopomacentrus cyanomos,8209,,17,18,17
Pomacentridae,Neopomacentrus cyanomos,8209,5,18,18,17
Pomacentridae,Neopomacentrus filamentosus,12459,9,20,25,15
Pomacentridae,Neopomacentrus nemurus,12462,22,19.2,24,16
Pomacentridae,Nexilosus latifrons,12466,10,29.2,33,28
Pomacentridae,Plectroglyphidodon dickii,5709,5,26.6,28,25
Pomacentridae,Plectroglyphidodon imparipennis,5710,8,29.7,33,28
Pomacentridae,Plectroglyphidodon johnstonianus,5711,9,31.7,42,25
Pomacentridae,Plectroglyphidodon lacrymatus,5712,6,24.3,27,22
Pomacentridae,Plectroglyphidodon lacrymatus,5712,10,20.4,23,18
Pomacentridae,Plectroglyphidodon sindonis,7815,1,30,30,30
Pomacentridae,Pomacentrus alexanderae,6920,10,17.7,19,17
Pomacentridae,Pomacentrus amboinensis,5715,41,17,32,15
Pomacentridae,Pomacentrus amboinensis,5715,41,23,31,20
Pomacentridae,Pomacentrus amboinensis,5715,221,20,22,18
Pomacentridae,Pomacentrus amboinensis,5715,8,21,26,17
Pomacentridae,Pomacentrus amboinensis,5715,16,23.4,24,23
Pomacentridae,Pomacentrus amboinensis,5716,30,19,19,
Pomacentridae,Pomacentrus amboinensis,5715,,15,15,14
Pomacentridae,Pomacentrus amboinensis,5715,,24,30,17
Pomacentridae,Pomacentrus amboinensis,5715,8,19.6,20,19
Pomacentridae,Pomacentrus amboinensis,5715,18,22.5,26,18
Pomacentridae,Pomacentrus amboinensis,5715,21,19.4,22,17
Pomacentridae,Pomacentrus amboinensis,5715,10,17.8,19,16
Pomacentridae,Pomacentrus australis,10252,4,25,26,23
Pomacentridae,Pomacentrus bankanensis,5717,5,18,20,16
Pomacentridae,Pomacentrus bankanensis,5717,10,18.8,20,17
Pomacentridae,Pomacentrus brachialis,5718,1,18,18,18
Pomacentridae,Pomacentrus burroughi,5719,6,16.8,18,15
Pomacentridae,Pomacentrus chrysurus,5721,2,19.5,20,19
Pomacentridae,Pomacentrus chrysurus,5721,,15.8,15.8,
Pomacentridae,Pomacentrus chrysurus,5721,10,15.8,17,14
Pomacentridae,Pomacentrus coelestis,5720,?,11.6,13,10
Pomacentridae,Pomacentrus coelestis,5720,1,20,20,
Pomacentridae,Pomacentrus coelestis,5720,80,19.5,24,16
Pomacentridae,Pomacentrus coelestis,5720,,19.1,19.1,
Pomacentridae,Pomacentrus coelestis,5720,8,18.9,20,18
Pomacentridae,Pomacentrus emarginatus,5722,10,18.4,20,17
Pomacentridae,Pomacentrus grammorhynchus,5723,1,18,18,18
Pomacentridae,Pomacentrus grammorhynchus,5723,6,14.8,16,14
Pomacentridae,Pomacentrus lepidogenys,6620,,20,20,
Pomacentridae,Pomacentrus lepidogenys,6620,1,20,20,20
Pomacentridae,Pomacentrus moluccensis,5724,46,15,21,14
Pomacentridae,Pomacentrus moluccensis,5724,15,15,17,14
Pomacentridae,Pomacentrus moluccensis,5724,14,23.5,26,22
Pomacentridae,Pomacentrus moluccensis,5724,2,20,20,
Pomacentridae,Pomacentrus moluccensis,5724,73,16.7,20,12
Pomacentridae,Pomacentrus moluccensis,5724,4,24,25,23
Pomacentridae,Pomacentrus moluccensis,5724,10,19.1,21,18
Pomacentridae,Pomacentrus moluccensis,5724,10,19,21,17
Pomacentridae,Pomacentrus moluccensis,5724,12,19.6,23,18
Pomacentridae,Pomacentrus moluccensis,5724,,19.8,19.8,
Pomacentridae,Pomacentrus nagasakiensis,5716,,23,23,
Pomacentridae,Pomacentrus nagasakiensis,5716,,22.9,22.9,?
Pomacentridae,Pomacentrus nagasakiensis,5716,,24.5,24.5,
Pomacentridae,Pomacentrus nagasakiensis,5716,,19,19,
Pomacentridae,Pomacentrus pavo,5726,6,28.4,29,26
Pomacentridae,Pomacentrus pavo,5726,45,28.4,28.4,?
Pomacentridae,Pomacentrus pavo,5726,?,26,26,?
Pomacentridae,Pomacentrus pavo,5726,5,26,27,25
Pomacentridae,Pomacentrus pavo,5726,10,22.4,27,20
Pomacentridae,Pomacentrus philippinus,5727,1,16,16,16
Pomacentridae,Pomacentrus reidi,5728,1,18,18,18
Pomacentridae,Pomacentrus simsiang,5729,10,15.8,18,14
Pomacentridae,Pomacentrus sp.,None,5,23,24,23
Pomacentridae,Pomacentrus sp.,None,15,22.9,24,20
Pomacentridae,Pomacentrus sp.1,None,10,17.4,18,16
Pomacentridae,Pomacentrus sp.2,None,1,14,14,14
Pomacentridae,Pomacentrus taeniometopon,10280,3,15.7,16,15
Pomacentridae,Pomacentrus vaiuli,5730,6,24.2,26,23
Pomacentridae,Pomacentrus vaiuli,5730,10,22.5,26,17
Pomacentridae,Pomacentrus vaiuli,5730,9,16.8,18,16
Pomacentridae,Pomacentrus wardi,10281,8,20,21,19
Pomacentridae,Pomacentrus wardi,10281,14,24,27,20
Pomacentridae,Pomacentrus wardi,10281,12,24.3,25,23
Pomacentridae,Pomacentrus wardi,10281,7,20,20,20
Pomacentridae,Pomacentrus wardi,10281,7,20,20,20
Pomacentridae,Premnas biaculeatus,6632,10,8.4,11,7
Pomacentridae,Premnas biaculeatus,6631,30,10,10,
Pomacentridae,Pristotis obtusirostris,8127,,25.3,29,22
Pomacentridae,Stegastes acapulcoensis,12509,233,22.7,29,17
Pomacentridae,Stegastes acapulcoensis,12509,19,21.3,23,19
Pomacentridae,Stegastes adustus,12416,,29,29,
Pomacentridae,Stegastes adustus,12416,,21.2,21.2,
Pomacentridae,Stegastes adustus,12416,,21.2,21.2,
Pomacentridae,Stegastes apicalis,4344,3,29.7,31,26
Pomacentridae,Stegastes arcifrons,12510,103,29.8,35,20
Pomacentridae,Stegastes arcifrons,12510,14,25.3,33,20
Pomacentridae,Stegastes baldwini,12511,52,26,29,23
Pomacentridae,Stegastes beebei,14285,,33.4,33.4,
Pomacentridae,Stegastes beebei,14285,,31.2,31.2,
Pomacentridae,Stegastes diencaeus,3649,5,27,28,26
Pomacentridae,Stegastes diencaeus,3649,,25.8,25.8,
Pomacentridae,Stegastes diencaeus,3649,,21.3,21.3,
Pomacentridae,Stegastes diencaeus,3649,,28.8,28.8,
Pomacentridae,Stegastes emeryi,4346,9,22.6,29,18
Pomacentridae,Stegastes fasciolatus,4347,3,39.7,43,38
Pomacentridae,Stegastes fasciolatus,4347,7,17.7,20,16
Pomacentridae,Stegastes fasciolatus,4347,7,37.4,40,31
Pomacentridae,Stegastes fasciolatus,4347,2,25,26,24
Pomacentridae,Stegastes flavilatus,12512,250,25.8,39,20
Pomacentridae,Stegastes flavilatus,12512,10,31.2,39,25
Pomacentridae,Stegastes leucorus,12514,40,33.4,36,27
Pomacentridae,Stegastes leucorus,12514,30,34,47,31
Pomacentridae,Stegastes leucorus,12514,10,31.2,36,27
Pomacentridae,Stegastes leucostictus,3651,4,28.5,30,27
Pomacentridae,Stegastes leucostictus,3651,6,21,28,18
Pomacentridae,Stegastes leucostictus,3651,,25.2,25.2,
Pomacentridae,Stegastes leucostictus,3651,10,20.1,21,19
Pomacentridae,Stegastes leucostictus,3651,,31.67,31.67,
Pomacentridae,Stegastes lividus,4351,1,25,25,
Pomacentridae,Stegastes nigricans,4352,5,45,48,43
Pomacentridae,Stegastes nigricans,4352,39,28,32,16
Pomacentridae,Stegastes nigricans,4352,6,24,24,
Pomacentridae,Stegastes nigricans,4352,35,37.1,43,32
Pomacentridae,Stegastes nigricans,4352,7,32,34,27
Pomacentridae,Stegastes nigricans,4352,1,24,24,24
Pomacentridae,Stegastes partitus,3652,5,29,31,28
Pomacentridae,Stegastes partitus,3652,10,32.6,40,26
Pomacentridae,Stegastes partitus,3652,10,29,31,27
Pomacentridae,Stegastes partitus,3652,10,28.8,29.62219219,
Pomacentridae,Stegastes partitus,3652,,37.67,37.67,
Pomacentridae,Stegastes planifrons,3653,,26.8,26.8,
Pomacentridae,Stegastes planifrons,3653,12,21.4,25,17
Pomacentridae,Stegastes punctatus,X,1,25,25,25
Pomacentridae,Stegastes rectifraenum,12516,51,21.5,25,17
Pomacentridae,Stegastes redemptus,12517,15,32.3,35,29
Pomacentridae,Stegastes redemptus,12517,5,23,25,20
Pomacentridae,Stegastes sp.1,None,1,21,21,
Pomacentridae,Stegastes sp.2,None,2,22.5,23,22
Pomacentridae,Stegastes variabilis,3654,5,26.6,30,25
Pomacentridae,Stegastes variabilis,3654,10,24.9,35,18
Pomacentridae,Stegastes variabilis,3654,10,23.2,23.95894664,
Pomacentridae,Stegastes variabilis,3654,15,23.3,25,22
Pomacentridae,Teixeirichthys jordani,10742,8,25.3,29,22
Priacanthidae,Heteropriacanthus cruentatus,1150,4,32.8,37,30
Pseudochromidae,Pseudochromis quinquedentatus,10541,,61,61,
Psychrolutidae,Gilbertidia sigalutes,4090,,40,120,
Gobiidae,Ptereleotris calliura,3881,2,22.5,25,20
Salmonidae,Coregonus albula,231,,28,28,
Salmonidae,Coregonus artedi,235,,26,26,
Salmonidae,Coregonus clupeaformis,234,,40,40,
Salmonidae,Coregonus lavaretus,232,,19,19,
Labridae,Bolbometopon muricatum,5537,1,31,31,
Labridae,Scarus coeruleus,1153,1,24,24,24
Labridae,Scarus ghobban,5548,3,29.7,33,27
Labridae,Scarus iseri,1154,10,28.4,33,22
Labridae,Scarus rivulatus,4969,,37,47,28
Labridae,Scarus schlegeli,4975,3,30.4,35,28
Labridae,Scarus taeniopterus,1156,,28.2,28.2,
Labridae,Sparisoma atomarium,3675,1,18,18,18
Labridae,Sparisoma aurofrenatum,1158,9,48.66666667,57,38
Labridae,Sparisoma viride,1161,6,48.33333333,58,40
Sciaenidae,Atractoscion nobilis,3578,,72,72,
Sciaenidae,Atractoscion nobilis,3578,,32,32,
Sciaenidae,Cynoscion nebulosus,405,,19.4,37,10
Sciaenidae,Genyonemus lineatus,422,,,,
Sciaenidae,Leiostomus xanthurus,429,,82.4,82.4,
Sciaenidae,Sciaena umbra,1707,3,22.5,23,22
Sciaenidae,Sciaenops ocellatus,1191,,22,22,
Sciaenidae,Seriphus politus,3589,,,,
Scombridae,Auxis rochei rochei,93,,16,16,
Scombridae,Auxis thazard thazard,94,,10,10,
Scombridae,Euthynnus alletteratus,97,,24,24,
Scombridae,Katsuwonus pelamis,107,,20,20,
Scombridae,Scomber japonicus,117,,17,17,
Scombridae,Scomber japonicus,117,,17.3,23,13
Scombridae,Scomber scombrus,118,,40,40,
Scombridae,Scomber scombrus,118,,39.5,39.5,
Scombridae,Scomberomorus cavalla,120,,12,12,
Scombridae,Scomberomorus maculatus,126,,9,9,
Scombridae,Thunnus albacares,143,,25,25,
Scombridae,Thunnus maccoyii,145,,24,24,
Scombridae,Thunnus thynnus,147,,28,28,
Scophthalmidae,Psetta maxima,1348,,39,39,
Scophthalmidae,Psetta maxima,1348,,39.3,39.3,
Scophthalmidae,Psetta maxima,1348,,39,62,25
Scophthalmidae,Psetta maxima,1348,,,,
Scophthalmidae,Scophthalmus aquosus,530,,,,
Scorpaenidae,Pterois radiata,4913,1,40,41,37
Scorpaenidae,Pterois volitans,5195,28,26.2,35,20
Scorpaenidae,Pterois volitans,5195,,30,40,25
Scorpaenidae,Scorpaena inermis,3944,1,22,22,22
Scorpaenidae,Scorpaena plumieri,1201,3,21,25,17
