"video_id","time_start","obs_duration","island","site","pct_coral","species","max_n","observer","duration","region","depth","lat","long"
"BIOT_7097_NBRO_069_RIG3_L_2","0:00","17:43","North Brother",69,5,"Carcharhinus amblyrhynchos",2,"Caroline Mallinson",1063s (~17.72 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_2","0:00","17:43","North Brother",69,5,"Balistoides viridescens",2,"Caroline Mallinson",1063s (~17.72 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_2","0:00","17:43","North Brother",69,5,"Lethirinus nebulosus",1,"Caroline Mallinson",1063s (~17.72 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_2","0:00","17:43","North Brother",69,5,"Triaenodon obesus",1,"Caroline Mallinson",1063s (~17.72 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_2","0:00","17:43","North Brother",69,5,"Melichthys niger",1,"Caroline Mallinson",1063s (~17.72 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_3","0:00","15:34","North Brother",69,5,"Carcharhinus amblyrhynchos",3,"Caroline Mallinson",934s (~15.57 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_3","0:00","15:34","North Brother",69,5,"Lethrinus enigmaticus",1,"Caroline Mallinson",934s (~15.57 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_3","0:00","15:34","North Brother",69,5,"Melichthys niger",1,"Caroline Mallinson",934s (~15.57 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_NBRO_069_RIG3_L_3","0:00","15:34","North Brother",69,5,"Balistoides viridescens",1,"Caroline Mallinson",934s (~15.57 minutes),"Brothers",11.3,"06 07.834","71 30.914"
"BIOT_7097_EGMT_085_RIG6_L_2","0:00","17:43","Ile Des Rats",85,5,"Carcharhinus amblyrhynchos",4,"Caroline Mallinson",1063s (~17.72 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_2","0:00","17:43","Ile Des Rats",85,5,"Triaenodon obesus",1,"Caroline Mallinson",1063s (~17.72 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_2","0:00","17:43","Ile Des Rats",85,5,"Carcharhinus melanopterus",1,"Caroline Mallinson",1063s (~17.72 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_2","0:00","17:43","Ile Des Rats",85,5,"Plectropomus laevis",2,"Caroline Mallinson",1063s (~17.72 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_2","0:00","17:43","Ile Des Rats",85,5,"Variola louti",1,"Caroline Mallinson",1063s (~17.72 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_2","0:00","17:43","Ile Des Rats",85,5,"Nebrius ferrugineus",1,"Caroline Mallinson",1063s (~17.72 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_2","0:00","17:43","Ile Des Rats",85,5,"Cephalophoplis argus",2,"Caroline Mallinson",1063s (~17.72 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_3","0:00","10:41","Ile Des Rats",85,5,"Carcharhinus amblyrhynchos",4,"Caroline Mallinson",641s (~10.68 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_3","0:00","10:41","Ile Des Rats",85,5,"Nebrius ferrugineus",1,"Caroline Mallinson",641s (~10.68 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_3","0:00","10:41","Ile Des Rats",85,5,"Cephalophoplis argus",1,"Caroline Mallinson",641s (~10.68 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_3","0:00","10:41","Ile Des Rats",85,5,"Plectropomus laevis",2,"Caroline Mallinson",641s (~10.68 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_EGMT_085_RIG6_L_3","0:00","10:41","Ile Des Rats",85,5,"Variola louti",2,"Caroline Mallinson",641s (~10.68 minutes),"Egmont",7,"06 38.452","71 18.744"
"BIOT_7097_SALO_050_MAP_RIG2_L_4","10:00","2:00","Ile de la Passe to Ile Mapou",50,5,"Melichthys niger",2,"Mariana Rivera-Higueras",120s (~2 minutes),"Salomon",7.7,"05 18.530","72 16.055"
"BIOT_7097_SALO_050_MAP_RIG2_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",50,5,"Triaenodon obesus",2,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Salomon",7.7,"05 18.530","72 16.055"
"BIOT_7097_SALO_050_MAP_RIG2_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",50,5,"Caranx melampygus",3,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Salomon",7.7,"05 18.530","72 16.055"
"BIOT_7097_SALO_050_MAP_RIG2_L_2","0:00","10:00","Ile de la Passe to Ile Mapou",50,5,"Carcharhinus amblyrhynchos",5,"Mariana Rivera-Higueras",600s (~10 minutes),"Salomon",7.7,"05 18.530","72 16.055"
"BIOT_7097_SALO_050_MAP_RIG2_L_2","0:00","10:00","Ile de la Passe to Ile Mapou",50,5,"Nebrius ferrugineus",1,"Mariana Rivera-Higueras",600s (~10 minutes),"Salomon",7.7,"05 18.530","72 16.055"
"BIOT_7097_SALO_038_BOD_RIG4_L_3","10:00","7:43","Ile Boddam",38,35,"Caranx melampygus",1,"Mariana Rivera-Higueras",463s (~7.72 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_SALO_038_BOD_RIG4_L_3","10:00","7:43","Ile Boddam",38,35,"Balistoides viridescens",1,"Mariana Rivera-Higueras",463s (~7.72 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_SALO_038_BOD_RIG4_L_2","0:00","17:43","Ile Boddam",38,35,"Triaenodon obesus",3,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_SALO_038_BOD_RIG4_L_2","0:00","17:43","Ile Boddam",38,35,"Lutjanus bohar",6,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_SALO_038_BOD_RIG4_L_2","0:00","17:43","Ile Boddam",38,35,"Plectropomus laevis",3,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_SALO_038_BOD_RIG4_L_2","0:00","17:43","Ile Boddam",38,35,"Cephalopholis argus",1,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_SALO_038_BOD_RIG4_L_2","0:00","17:43","Ile Boddam",38,35,"Aphareus furca",1,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_SALO_038_BOD_RIG4_L_4","0:00","3:17","Ile Boddam",38,35,"Aethaloperca rogaa",9,"Mariana Rivera-Higueras",197s (~3.28 minutes),"Salomon",7.5,"05 21.398","72 12.098"
"BIOT_7097_NELS_060_RIG2_L_3","10:00","7:43","Nelson's Island",60,15,"Lethrinus enigmaticus",1,"Mariana Rivera-Higueras",463s (~7.72 minutes),"Nelson's Island",8.7,"05 41.195","72 18.518"
"BIOT_7097_NELS_060_RIG2_L_2","0:00","17:43","Nelson's Island",60,15,"Caranx melampygus",1,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Nelson's Island",8.7,"05 41.195","72 18.518"
"BIOT_7097_NELS_060_RIG2_L_4","0:00","7:40","Nelson's Island",60,15,"Plectropomus laevis",1,"Mariana Rivera-Higueras",460s (~7.67 minutes),"Nelson's Island",8.7,"05 41.195","72 18.518"
"BIOT_7097_EGMT_095_RIG6_L_3","10:00","7:43","Ile Carre Pate",95,40,"Nebrius ferrugineus",1,"Mariana Rivera-Higueras",463s (~7.72 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_095_RIG6_L_4","0:00","15:23","Ile Carre Pate",95,40,"Cephalopholis argus",1,"Mariana Rivera-Higueras",923s (~15.38 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_095_RIG6_L_4","0:00","15:23","Ile Carre Pate",95,40,"Melichthys niger",3,"Mariana Rivera-Higueras",923s (~15.38 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_095_RIG6_L_4","0:00","15:23","Ile Carre Pate",95,40,"Caranx melampygus",1,"Mariana Rivera-Higueras",923s (~15.38 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_095_RIG6_L_4","0:00","15:23","Ile Carre Pate",95,40,"Lethrinus nebulosus",1,"Mariana Rivera-Higueras",923s (~15.38 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_095_RIG6_L_2","0:00","12:00","Ile Carre Pate",95,40,"Carcharhinus amblyrhynchos",2,"Mariana Rivera-Higueras",720s (~12 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_095_RIG6_L_2","0:00","12:00","Ile Carre Pate",95,40,"Lutjanus bohar",1,"Mariana Rivera-Higueras",720s (~12 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_095_RIG6_L_2","0:00","12:00","Ile Carre Pate",95,40,"Balistoides viridescens",1,"Mariana Rivera-Higueras",720s (~12 minutes),"Egmont",10.5,"06 40.638","71 21.281"
"BIOT_7097_EGMT_005_RIG2_L_3","0:00","17:43","Ile Sudest",5,80,"Carcharhinus amblyrhynchos",7,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Egmont",10,"06 41.831","71 23.162"
"BIOT_7097_EGMT_005_RIG2_L_3","0:00","17:43","Ile Sudest",5,80,"Melichthys niger",3,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Egmont",10,"06 41.831","71 23.162"
"BIOT_7097_EGMT_005_RIG2_L_3","0:00","17:43","Ile Sudest",5,80,"Cephalopholis argus",2,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Egmont",10,"06 41.831","71 23.162"
"BIOT_7097_EGMT_005_RIG2_L_3","0:00","17:43","Ile Sudest",5,80,"Lethrinus enigmaticus",1,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Egmont",10,"06 41.831","71 23.162"
"BIOT_7097_EGMT_005_RIG2_L_2","0:00","17:43","Ile Sudest",5,80,"Lutjanus bohar",14,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Egmont",10,"06 41.831","71 23.162"
"BIOT_7097_EGMT_005_RIG2_L_2","0:00","17:43","Ile Sudest",5,80,"Balistoides viridescens",1,"Mariana Rivera-Higueras",1063s (~17.72 minutes),"Egmont",10,"06 41.831","71 23.162"
"BIOT_7097_EAGL_078_RIG4_L_1","7:15","10:30","Eagle Island",78,80,"Lethrinus Nebulosis",1,"Rosie",630s (~10.5 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EAGL_078_RIG4_L_1","7:15","10:30","Eagle Island",78,80,"Lutjanus bohar",17,"Rosie",630s (~10.5 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EAGL_078_RIG4_L_1","7:15","10:30","Eagle Island",78,80,"Lutjanus gibbus",13,"Rosie",630s (~10.5 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EAGL_078_RIG4_L_1","7:15","10:30","Eagle Island",78,80,"Melichthys niger",4,"Rosie",630s (~10.5 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EAGL_078_RIG4_L_1","7:15","10:30","Eagle Island",78,80,"Plectropomus laevis",1,"Rosie",630s (~10.5 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EAGL_078_RIG4_L_1","7:15","10:30","Eagle Island",78,80,"Aethaloperca rogaa",1,"Rosie",630s (~10.5 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EAGL_078_RIG4_L_2","0:00","17:43","Eagle Island",78,80,"Plectropomus laevis",2,"Rosie",1063s (~17.72 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EAGL_078_RIG4_L_2","0:00","17:43","Eagle Island",78,80,"Variola louti",1,"Rosie",1063s (~17.72 minutes),"Eagle Island",9.8,"06 11.972","71 18.912"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Melichthys niger",16,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Lutjanus bohar",3,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Carcharhinus amblyrhynchos",3,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Aethaloperca rogaa",3,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Balistoides viridescens",2,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Balistoides undulatus",1,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Cephalophis argus",2,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Variola louti",1,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Plectropomus laevis",1,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Lethrinus Nebulosis",2,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_2","0:00","17:43","Egmont",91,70,"Caranx melampygus",1,"Rosie",1063s (~17.72 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_EMGT-091_RIG2_L_3","0:00","12:17","Egmont",91,70,"Lutjanus gibbus",120,"Rosie",737s (~12.28 minutes),"Egmont",11.6,"06 40.519","71 20.548"
"BIOT_7097_NBRO_070_RIG2_L2","0:00","17:43","North Brothers",70,60,"Balistoides viridescens",1,"Rosie",1063s (~17.72 minutes),"Brothers",9.4,"06 08.005","71 30.425"
"BIOT_7097_NBRO_070_RIG2_L2","0:00","17:43","North Brothers",70,60,"Triaenodon obesus",1,"Rosie",1063s (~17.72 minutes),"Brothers",9.4,"06 08.005","71 30.425"
"BIOT_7097_NBRO_070_RIG2_L2","0:00","17:43","North Brothers",70,60,"Variola louti",1,"Rosie",1063s (~17.72 minutes),"Brothers",9.4,"06 08.005","71 30.425"
"BIOT_7097_NBRO_070_RIG2_L2","0:00","17:43","North Brothers",70,60,"Nebrius ferrugineus",1,"Rosie",1063s (~17.72 minutes),"Brothers",9.4,"06 08.005","71 30.425"
"BIOT_7097_NBRO_070_RIG2_L2","0:00","17:43","North Brothers",70,60,"Carangoides orthogrammus",1,"Rosie",1063s (~17.72 minutes),"Brothers",9.4,"06 08.005","71 30.425"
"BIOT_7097_NBRO_070_RIG2_L3","0:00","12:17","North Brothers",70,60,"Gracila albomarginata",1,"Rosie",737s (~12.28 minutes),"Brothers",9.4,"06 08.005","71 30.425"
"
BIOT_7097_SALO_048_MAP_RIG4_L_1","5:00","12:43","Ile de la Passe to Ile Mapou",48,90,"Melichthys niger",5,"Lauren J",763s (~12.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"
BIOT_7097_SALO_048_MAP_RIG4_L_1","5:00","12:43","Ile de la Passe to Ile Mapou",48,90,"Cephalopholis argus",3,"Lauren J",763s (~12.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"
BIOT_7097_SALO_048_MAP_RIG4_L_1","5:00","12:43","Ile de la Passe to Ile Mapou",48,90,"Gymnothorax javanicus",1,"Lauren J",763s (~12.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"
BIOT_7097_SALO_048_MAP_RIG4_L_1","5:00","12:43","Ile de la Passe to Ile Mapou",48,90,"Caranx melampygus",1,"Lauren J",763s (~12.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"
BIOT_7097_SALO_048_MAP_RIG4_L_1","5:00","12:43","Ile de la Passe to Ile Mapou",48,90,"Aethaloperca rogaa",1,"Lauren J",763s (~12.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"
BIOT_7097_SALO_048_MAP_RIG4_L_1.MP4","5:00","12:43","Ile de la Passe to Ile Mapou",48,90,"Nebrius ferrugineus",1,"Lauren J",763s (~12.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Melichthys niger",23,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Carcharhinus melanopterus",2,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Nebrius ferrugineus",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Caranx melampygus",6,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Cephalopholis argus",3,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Plectropomus laevis",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Gymnothorax javanicus",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_2","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Balistoides viridescens",2,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Nebrius ferrugineus",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Melichthys niger",8,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Carcharhinus melanopterus",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Balistoides viridescens",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Cephalopholis argus",4,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Caranx melampygus",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Gymnothorax javanicus",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_3","0:00","17:43","Ile de la Passe to Ile Mapou",48,90,"Epinephelus fuscoguttatus",1,"Lauren J",1063s (~17.72 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_4","0:00","9:25","Ile de la Passe to Ile Mapou",48,90,"Epinephelus fuscoguttatus",1,"Lauren J",565s (~9.42 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_4","0:00","9:25","Ile de la Passe to Ile Mapou",48,90,"Nebrius ferrugineus",1,"Lauren J",565s (~9.42 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_4","0:00","9:25","Ile de la Passe to Ile Mapou",48,90,"Cephalopholis argus",3,"Lauren J",565s (~9.42 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_4","0:00","9:25","Ile de la Passe to Ile Mapou",48,90,"Melichthys niger",4,"Lauren J",565s (~9.42 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_4","0:00","9:25","Ile de la Passe to Ile Mapou",48,90,"Balistoides viridescens",1,"Lauren J",565s (~9.42 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_4","0:00","9:25","Ile de la Passe to Ile Mapou",48,90,"Carcharhinus melanopterus",1,"Lauren J",565s (~9.42 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_SALO_048_MAP_RIG4_L_4","0:00","9:25","Ile de la Passe to Ile Mapou",48,90,"Caranx melampygus",1,"Lauren J",565s (~9.42 minutes),"Salomon",4.5,"05 18.272","72 15.707"
"BIOT_7097_PBAN_027_EAST_RIG5_L_1","2:53","14:50","North of Petite",27,98,"Plectropomus laevis",1,"Lauren J",890s (~14.83 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_1","2:53","14:50","North of Petite",27,98,"Melichthys niger",5,"Lauren J",890s (~14.83 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_1","2:53","14:50","North of Petite",27,98,"Caranx melampygus",1,"Lauren J",890s (~14.83 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_1","2:53","14:50","North of Petite",27,98,"Cephalopholis argus",3,"Lauren J",890s (~14.83 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_1","2:53","14:50","North of Petite",27,98,"Balistoides viridescens",1,"Lauren J",890s (~14.83 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_2","0:00","17:43","North of Petite",27,98,"Melichthys niger",10,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_2","0:00","17:43","North of Petite",27,98,"Cephalopholis argus",3,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_2","0:00","17:43","North of Petite",27,98,"Carcharhinus amblyrhynchos",1,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_2","0:00","17:43","North of Petite",27,98,"Variola louti",1,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_2","0:00","17:43","North of Petite",27,98,"Lethrinus nebulosus",1,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_2","0:00","17:43","North of Petite",27,98,"Caranx melampygus",1,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_3","0:00","17:43","North of Petite",27,98,"Variola louti",2,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_3","0:00","17:43","North of Petite",27,98,"Melichthys niger",10,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_3","0:00","17:43","North of Petite",27,98,"Cephalopholis argus",1,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_3","0:00","17:43","North of Petite",27,98,"Carcharhinus amblyrhynchos",1,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_3","0:00","17:43","North of Petite",27,98,"Nebrius ferrugineus",1,"Lauren J",1063s (~17.72 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_4","0:00","16:00","North of Petite",27,98,"Melichthys niger",10,"Lauren J",960s (~16 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_4","0:00","16:00","North of Petite",27,98,"Variola louti",2,"Lauren J",960s (~16 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_4","0:00","16:00","North of Petite",27,98,"Carcharhinus amblyrhynchos",1,"Lauren J",960s (~16 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_4","0:00","16:00","North of Petite",27,98,"Cephalopholis argus",1,"Lauren J",960s (~16 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_4","0:00","16:00","North of Petite",27,98,"Aethaloperca rogaa",2,"Lauren J",960s (~16 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_4","0:00","16:00","North of Petite",27,98,"Nebrius ferrugineus",1,"Lauren J",960s (~16 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
"BIOT_7097_PBAN_027_EAST_RIG5_L_4","0:00","16:00","North of Petite",27,98,"Triaenodon obesus",1,"Lauren J",960s (~16 minutes),"PerosBanhos",7,"05 18.375","71 58.656"
