"site","year","abu.sexs","abu.whit","aca.aura","aca.bloc","aca.duss","aca.gram","aca.line","aca.mata","aca.nans","aca.ncus","aca.nigr","aca.nuda","aca.oliv","aca.pyro","aca.thom","aca.trio","aca.xant","acn.poly","amb.aure","amb.cura","amb.leuc","amp.akin","amp.clar","amp.mela","amp.peri","ana.caer","ana.geog","ana.neog","bal.viri","blp.undu","bod.axil","bod.meso","cen.bico","cen.bisp","cen.vrol","cep.argu","cep.boen","cep.cyan","cep.micr","cep.urod","cet.bico","cha.afas","cha.auri","cha.baro","cha.citr","cha.ephi","cha.klei","cha.line","cha.lunu","cha.mela","cha.mert","cha.pelw","cha.pleb","cha.raff","cha.rain","cha.reti","cha.spec","cha.tlis","cha.ttus","cha.ulie","cha.unim","cha.vaga","che.chlo","che.fasc","che.tril","che.undu","chm.rost","cho.fasc","cho.grap","cho.mono","cho.scho","cho.vitt","chr.alis","chr.lepi","chr.marg","chr.tern","chr.viri","chr.webe","chr.xant","chs.blee","chs.micr","chs.sord","chy.cyan","chy.flav","chy.rex","chy.roll","chy.talb","cor.auyg","cor.batu","cor.chry","cor.gaim","crd.chry","cro.alti","cte.bino","cte.stri","das.arua","das.reti","das.trim","dia.pict","dip.bifa","dis.mela","dis.pers","dis.pros","dis.pseu","epb.insi","epi.cyan","epi.fasc","epi.fusc","epi.macr","epi.macu","epi.merr","epi.ongu","epi.poly","epi.quoy","gna.aure","gom.vari","gym.micr","hal.chlo","hal.hort","hal.marg","hal.mela","hal.nebu","hal.nigr","hal.pros","hal.trim","hem.fasc","hem.melt","hen.acum","hen.chry","hen.mono","hen.vari","hgy.plag","hip.long","hlg.doli","kyp.bigi","kyp.vaig","lab.bico","lab.dimi","lbr.xant","lby.unil","let.atki","let.hara","let.letj","let.nebu","let.obso","let.oliv","let.orna","let.rubr","lut.arge","lut.boha","lut.carp","lut.flma","lut.fulv","lut.gibb","lut.kasm","lut.mono","lut.quin","lut.russ","lut.semi","lut.vitt","mcr.macu","mcr.nigr","mon.gran","mon.hete","mph.choa","mph.negr","mul.flav","nas.annu","nas.brev","nas.hexa","nas.litu","nas.tong","nas.unic","nas.vlam","neg.mela","neg.nigr","neo.azys","neo.cyan","nov.taen","oxy.diag","oxy.orie","oxy.unif","par.barb","par.bifa","par.cili","par.cycl","par.indi","par.mult","par.pleu","pen.aure","pen.cani","pen.emer","pgy.dick","pgy.lacr","ple.albo","ple.chae","ple.chry","ple.flav","ple.line","plx.orbi","plx.pinn","plx.teir","pms.laev","pms.leop","pms.macu","poc.semi","poc.sexs","poc.xant","pom.adel","pom.ambo","pom.bank","pom.brac","pom.chry","pom.coel","pom.gram","pom.lepi","pom.molu","pom.naga","pom.pavo","pom.phil","pom.vaiu","pom.ward","pre.biac","psd.molu","pse.flav","pse.hexa","pyg.diac","sca.alti","sca.cham","sca.dimi","sca.flav","sca.fors","sca.fren","sca.ghob","sca.glob","sca.nigr","sca.ovic","sca.psit","sca.rivu","sca.rubr","sca.schl","sca.spin","sco.bili","sco.marg","sco.mono","sig.arge","sig.cana","sig.cora","sig.doli","sig.line","sig.pmus","sig.puel","sig.punc","sig.vulp","ste.apic","ste.fasc","ste.livi","ste.nigr","stj.band","stj.stri","suf.chry","sym.nema","tha.ambl","tha.hard","tha.jans","tha.luna","tha.lute","var.albi","var.lout","wet.albi","zan.corn","zeb.scop","zeb.veli"
"Bommie.Bay2011",2011,0,0,0,9.245311642,1.27194121,0,0,0,0,0.540878052,0,2.469424678,0,0,0,0,0.116471789,1.799704237,0,2.136424537,0,0,0,0,0,0,0.029029534,0,0,0.102805545,0,0,0.371555908,0,0.053315341,0.278150421,0.007398092,0.601985057,0,0.114052541,0,0,0.459473937,0.225694603,0.084442379,0.959498126,0.288617618,0,0,0.11697262,0,0,0,0,0.466002979,0,0,0,0.57010384,0,0,0.191773856,0.538508303,0.171761734,0,0,0,0,0,0,0,0,0,0,0,0.127573185,0.176310134,0,0,0,0.006612151,0.289356722,0,0,0,0.277461096,0,0,0.190399298,0,0.091884712,0,0,0.160351202,1.323424991,1.15730108,0.544159434,0,0,0.02315747,0,4.517530877,0.118861271,2.06867264,0,0,0,0,0,0.360268173,0,0,0,0,0,0.033821399,0,0.333791582,0,0.050948336,0.387736263,0.08396658,0,0,0.105185084,0,0.009930588,0,0,0,0,0,0,0,0,0,0,0.08064769,0,0,0,0,0,0,0,0,0,0,0,0,1.311590926,0,0,0,0,0,0,0,0,0,0,0,0.174456652,0,0,0,0,0,0,0,0,0,0.511821368,0,0,0,0.654623755,0,0,0.174013929,0,0.098353579,1.356804288,0,0,0.097224454,0.021715383,0.741205112,0,0,0.829188651,0,0,0.085343133,0,0,0,0,0,0,0,0,0,2.844574268,0,0,0.353483993,0,1.109469056,5.060783612,0,3.932820011,3.009392767,0.651913855,0.464941089,0.241371494,3.607716178,0.530935016,0.106660951,0,0,0.115110934,0,0,0,0,0,0.487871319,0.21877579,0,0.282216964,0.126358608,0,0,0,0.37341453,0,1.584016514,1.124745963,0,2.716978116,0,1.698969291,0.339575779,1.967755895,0,0,0.047805876,2.864668381,0,0,0,0,0,0,0,0,0,0.007722934,0,0.514109744,0,0,0.050140126,0.513469947,0.912057515,0,0,0,0,0,0.195453516,0.105708688
"Bommie.Bay2015",2015,0,0,0,3.178791648,1.006983991,0,0.857723396,0,0,1.552986689,0,0,1.6993496,0,0,0,0,3.816092679,0,1.833777406,1.201563838,0,0,0.10148671,0,0,0.023941579,0.038581654,0.320460834,0,0,0.21483266,0.564972393,0.017607454,0.109597994,0,0,0.232698989,0,0,0.132578647,0,0,0.131773707,0,0,0.019548852,0,0.07355732,0.019925994,0,0,0,0,0.058216387,0,0,0,0.58486456,0,0,0.246688983,0.035378236,0.841381165,0,4.8143024,0,0.370838477,0,0,0,0,0,0,0,0.648592867,0,0,0,0,11.60959383,5.0375602,0,0,0.013006198,0,0,0,0.135286377,0,0,0,0,0.273580185,8.50959871,0,0,0,1.077896645,0.101162033,0.88024224,0,0,0,0.816230411,0,0,0,0,0.970998034,0,0,0,0,0,0.045927383,0,0,0,0,0,0,0,0.028282199,0,0.289843899,0,0,0,0,0.18714591,0,10.9322723,0,0.817328352,1.543822508,0,0.121125228,0,0,0,0,0,0,0.897667758,0,0,0,0,0.593961343,2.401448466,0,0,0,0.84860177,0,0,0,0,0,0,0,0.724399503,0.872202809,0,0,0,0,0,0.307788283,0,0.772012542,1.829587552,0.046421333,0,1.249420784,0.129418562,0,0,0.03304456,0.13171924,0.026343848,0.135588747,3.224227204,0,0.57078248,0,1.387559397,0,0,0,0,0,9.544712148,9.119459117,0,0,0.594793051,0,0,0,0,0.357840495,8.612063105,0,0,0.358203439,0,0.2266025,0.306098832,0.016771938,0.369001651,0,0,0,0.028832186,0.15105486,0,0,0,0,0.037817773,0,0,0,0.163955608,0.529692923,5.088089674,1.800816081,0,0.768918246,0,2.95046467,0,0.722245638,7.881625211,0.295749309,4.113812747,5.747767375,0.438882167,2.029688167,0.218217494,0.852231231,0.505713131,0,0,0,1.686988812,3.136437815,0,1.74470811,0,0,0,2.170008695,0,0,0.25987698,0,0,0.020690946,0,0,0.397437264,0,0.390404155,0,0,0,0,0,1.842119572,0.118285153
"Granite2011",2011,0,0,0,2.469362848,2.766638739,0,0,0,0,1.518536391,0,0,6.047000679,0,0,0,0,0.320893739,0,0.106956424,0,0,0,0,0,0,0,0,0,0.597655479,0,0,1.660667097,0,0.053315341,0,0.042024236,0.821463828,0,0,0,0,1.315781057,0.235517546,0.087616273,0,0.16410759,0,0,0.586011912,0,0,0,0,0.28764462,0,0,0,0.134741911,0,0,0.854486192,0.589566146,0,0,0,0,0,0,0,0,0,0,0.170120825,0.018402232,0.043858172,0.09279682,0.036804465,0,0,0,0.932058981,0,0.008197712,0,0.15905434,0.012870012,0,0.085865056,0,0,0,0,0.38117063,7.616156321,0.034612488,4.575385514,0.868414015,0,0.10942368,0,0,0.064186818,0,0,0,0,0,0,0,0.009740154,0,0,0,0,0.008209157,0,0,0,0,0.296593957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545337763,0,0.070341036,0,0,0,0,0,0,0,0,0,0,0,0,0.297465339,0,0,0,0,0,0,0.110090938,0,0,0,0,0,0,0,0,0,0.944121542,0.394320382,0,0,0,0,0,0.140039338,0,0.572118008,0,0,0.013904444,0.038153591,0.275200804,0,0.78297544,0,0.05677698,0,0.335167855,0,0,0,0,0,0,0,1.065857018,0,0.806733771,0,2.23327701,0,0,0,5.222816751,0,0,1.850744429,0,0.149879207,4.235947987,0,1.932901663,0.236281296,0.972730151,0,0.132143084,2.848895798,1.229367742,0,0,0,0.049318151,0,0,0,0,0,1.012858238,0.391604859,0,0.827224314,0,0,1.404355157,0.750047936,0.51856795,0,0,8.370937282,0,4.182200965,0,0.758079027,1.090266671,0.881556784,0,0,0,3.464314666,0,0,0,0,0.022619375,0,0,0,0,0,0,1.961954426,0,0,0,0.16385453,1.82713926,0,0,0,0,0,3.80806118,1.556908312
"Monkey.s.Butt2011",2011,0,0,0,0.180025318,0.290141789,0,0,0,0,0.2910457,0,0,0,0,0,0,0,0,0,3.756767968,1.312858477,0,0,0,0,0,0,0,0,0.055249465,0,0,0.395489467,0,0,0.152350418,0,0.515060233,0,0,0,0.091291071,0.21075254,0.050387818,0,0,0,0,0,0.055585867,0,0,0,0,0.123757204,0,0,0,1.008427859,0.132937822,0,0.081261101,0,0.983110603,0,0,0.087017083,0.141360108,0,0,1.162404965,0,0,0,0,0.568196492,0,0,0,0,1.143235565,9.265775658,0,0,0,0.35203589,0,0,0.005519849,0,0,0,0,0.285005021,0.51778736,0,0.016051372,0,0.162260047,0,0,2.024578083,0.689104112,0,0.421452936,0,0,0,0,0,0,0,0,0,0,0,0.481279065,0,0,0,0.048958522,0,0,0,0,0.13241231,0.017853153,0.290220324,0,0,0,3.651149045,0,0,0,0,0,0.020985398,0,0,0,0,0.844797845,0,0.589739563,0,0,0,0,0,1.485936913,7.320237509,0,0,0.029489388,0,1.419772642,1.109021347,0,0,0,0.050169107,0.054926808,0,0,0,1.229410864,0,0,0,0,0,0,0.441636639,0,0,0.527580493,0.00490385,0,0.052687696,0,0,0.177909662,0,0,0,0,0.012354171,0,0,0,0,0,0,0,0,0,0,0,0,0.235603429,0,0,2.824328707,0,0,1.010485551,0,0.959564925,0.552457927,0,2.31788632,0,0,0.51513328,0.011275939,3.166549594,0,0,0,0,0,0,0,0,0,0,0.329860338,0.525020519,0.746280078,5.229779428,0,0,0,0,3.167570448,0,0,0.070688176,0,0,0.842164862,0,0.717412933,0,0,0,0,0.267971985,4.905793275,1.344174048,0.27940244,0,0.13574315,0,0,0,0,0,0,0,0,0,0,0,0.397876074,0,0,0,0,0,0.274175376,0.134590524
"Monkey.s.Butt2015",2015,0,0,0,3.92049989,0,0,0,0,0,1.076919085,0,0.264074968,0,0,0.072938475,0,1.561950167,0.036127574,0,0.336940506,0.145521554,0,0,0,0,0,0.043406873,0,0,0.04450215,0,0.062153805,0.536831396,0,0.044631035,0,0.042024236,0.645544892,0,0,0.254783753,0.200211482,0.3761554,0,0,0.145523296,0,0.066350557,0,0.293429206,0,0,0,0,0.040903253,0,0,0,0.100775635,0.06594355,0,0.230160745,0.08824386,0.339842145,0,0,0.040903253,0.36810745,0,0,0,0,0,0,0,0.961927965,0.249016927,0,0,0,0.704852045,1.499026356,0,0,0,0.214962598,0.004808486,0,0.177597071,0,0,0,0,0.206240001,0.879543346,0.052439391,0.062362903,0,1.077896645,0,0.072271579,0,0.478731,0,0.066335765,0,0,1.482707784,0,0,0,0,0,0,0.115940755,0,0,0.036651241,0,0,0.17622092,0,0,0,0,0,0.237881141,0,0,0,0,0.1106926,2.338336795,0,0,0,0,0.129648639,0,0,0.801174648,0,0,0.192299703,0,0,0.705787837,0,0,1.936711568,0.626438381,0.599155714,0,0,0,0,0,0,0,0,0,0,0.164780424,3.275798236,0,0,0,0,0,0,0,0,0.715015732,0,0.064541656,0,0.357981051,0,0,0,0.026343848,0.150800979,0,0,0,0,0,0,0,0,0,0,0,0.032944416,0,0.992276456,1.210134123,0,0,0,0,0,0,5.58412195,0,0,0.202345822,1.177784747,0.554676807,0.713309027,0,0.591753915,0,0,0,0,1.204149747,0.111642008,0,0,0,0.091256239,0,0,0,0.035818271,0,0,0,0.415019738,1.481174227,0,0.843331432,0,0,8.008761872,0,0,1.076352871,0,0,0.265604779,0.17660699,0.971714056,0.084163132,0,0,0.52733008,2.614625038,0,0.791791227,0,0.894757694,0.05553149,0,0,0.721249214,0.120707835,0,0,0,0,0,0,0,0.455125202,0.0265689,0,0,0,0,0.116504745,0.153910943
"North.Reef2011",2011,0,0,0,0.170824974,0.175971881,0,0,0.184645635,0,1.09020155,0,0.464528206,0.754570851,0.060165426,0,0,0,0.917766637,0,0.489434373,0.099228585,0.16496753,0,0,0,0,0.0846065,0,0,0.23532274,0,0.301185299,0.382793014,0,0.014293809,0,0.014796184,0.334256512,0,0,0,0.050387818,0,0,0.05339432,0.048349187,0.039097704,0,0,0,0,0,0,0,0,0,0,0,0.390289711,0,0,0.233141489,0.039822025,0.109544212,0,0,0,0,0,0,0,0,0,0,0,0.885047628,0.29239445,0.10995115,0,0,0,1.70894978,0,0.008197712,0,0.130930529,0.055277832,0,0,0,0.101173203,0,0,0.117808641,5.572382916,0,0.206032773,0.019454785,0,0,0,0,0,0,0.89308733,0,0,0,0,0.152663983,0,0,0,0,0,0.006174703,0,0,0.09495061,0,0.238962133,0,0,0,0,0,0.912206312,0,0,0,0,0,0,0,0,0.245712472,0,0.01701216,0,0,0.112610125,0.228405516,0,0,0,0,0,0,0,0.152250522,0,0.527089407,0,0.206618589,0.023182597,0,0,0,0,0,0,0,0.695610281,0,0,0,0,0.759846344,0.865783058,0,1.446544959,0.320716394,2.101506433,0.710808983,0,0,0.571837076,0,0,0,0.006251382,0,0.088199952,0.776878892,0,0.489028019,0,1.403302152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.738244619,0,0,0,0,0.055699874,1.401050879,0,3.241381257,0,0.069182819,0.006063063,0.036989794,1.350775942,0.441692441,0,0,0,0,0,0,0,0,0,1.717767089,0.024164864,0,3.034673936,0,0,0.115414815,0,1.616909195,0,0.374576009,0.365054945,0,0.489335345,0,1.033723589,0,0,0,0,0,0.744835742,0,0.16042332,0.161592182,0,0,0,0,0,0,0.004341678,0,0.259658954,0,0,0,0.029065137,0.569277867,0,0.594870271,0,0.000713071,0.31178616,0.868473413,0.140826167
"North.Reef2015",2015,0,0,0,1.241587612,0,0,1.094205062,0,0,2.586679776,1.139815403,5.565497181,4.384971557,0,0,0,0.60487495,1.466679586,0,0.256123168,0,0,0,0,0,0,0.048305134,0,0.269328005,0.730843915,0,0.063474581,0.414373791,0.027562847,0.08213654,0.034161583,0.050464606,2.202523131,0,0,2.489733173,0,0.343463923,0.039097704,0.222665475,0,0,0,0,0,0,0,0,0,0.032654067,0,0.108051205,0,0.207723845,0,0,0.362427955,0,0.652648573,0,33.00845601,0.187829959,0,0,0,0,0,0,0,0,0.139150339,0,0.06898864,0,0.828667707,8.595552281,2.897786153,0,0,0,0.013006198,0.004808486,0,1.352283443,0,0.028099231,0,1.820512853,1.105698735,12.22074102,0,0,0,0,0,0,0,0,0,0.745933058,0.778826373,0.017602648,1.395612474,0,0,0.254155842,0,1.409788653,0,0,0,0,0,0.031670727,0,0.152034635,0,0,0,0,0.044201688,0.624944379,0,0,0,0,0,1.245457982,0,0,0,0,0.123461201,0,0.024814848,0,0,0.409970684,0,0.635871444,0,0,0,0,0.041180963,0.401910333,1.409048288,0,0.270894089,0.509161062,0,0.75270513,0,0.189015478,0,3.734412143,0,1.130956373,0,0,0,0,0,0,0,0,0,1.081882924,0,0,0.045109577,0.167227908,0,0,0,0,2.157715979,0.177909662,1.608188403,0,0,0,0.641268537,0.02307353,0.598441295,0,0,0,0,10.0864481,0,0,0,0,0,0,0,0,1.068900838,0,0,2.137321863,0,0.144355286,0.373753193,0,1.265548674,0.039369753,0.012126126,0,0.068940311,0.011218639,0.123418363,0,0,0,0.048154733,0,0.098353579,0,0.164900808,0,0.091637076,0.857156317,0,1.587810734,0,0,0.247839139,0.389747662,7.694942447,0.093998353,0,2.890205631,0,6.443994058,0.539635788,2.139829778,0.328566405,0.789887459,0,0,0,3.409339043,0,0.094961045,0.253274162,0,0,0,0,0,0,0.11704001,0.016168412,1.783960946,0,0,0.447667476,0.233643239,1.215870807,0.032773416,0,0,0,0,4.134160193,0.211417375
"Palfrey.Lagoon2011",2011,0,0,0,4.850778276,0,0,0,0,0,0.02865434,0,1.794427598,0,0,0,0,0.157008216,0.300892362,0,2.020020383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013558952,0.007101442,0,0.020667626,0,0.341927156,0.820172681,0,0,0,0,0,0,0,0,0,0.02203745,0,0,0,0,0,0.472964041,0,0,0,0.028340494,0.470160624,0,0,0,0,0,0,0,0,0,0,0,0.111432676,0.289416411,0,0,0,0.00276553,0.326889607,0,0,0,0.185339809,0,0,0.223420911,0,0,0,0,0.027663515,1.334376564,0.127499476,0,0,0,0,0.046846452,0.036045104,0.738055769,2.484632298,0.275909322,0,0,0,0,0,0,0,0,0,0,0,0,0.036427729,0,0,0.12444562,0,0.010352106,0,0,0,0.595306064,0,0.059769466,0,0,0.763519006,1.150714219,0,0,0,0,0.041550344,0,0.01206689,0,0,0.736289373,0,3.1969159,0,0,0.406560183,0,0,0.922908762,0,0,0,0,0,0,0,0,0,0,0,0.054926808,0,0,0,0,0,0,0,0,0,0,0,0.098419342,0.056732173,1.28714028,0,0,0.150800979,0,0,0.66199928,0,0,0,0,0.05857934,0,0,0,0,0,0,1.063562266,0.792120494,0,0,0,0,0.780591533,0,0,5.431044194,0,0,0.318949745,0,2.532284756,0.43534926,0,0,0,0,0.713759071,0,4.49471615,0,0,0,0,0.360320881,0.020983665,0,0,0,0,5.746754697,0,0,0.215740072,0,0.007288843,0,0.750532657,0,0,0,1.464781734,0,0.578747532,0,0.191726081,0.557897858,2.532136625,0,0,0,0.614459264,1.061068223,1.279048973,0.131576333,0,0.012801968,0,0,0,0,0,0,0,0,0,0.045729668,0,0.424204689,0,0,0,0,0,0,1.000544546
"Palfrey.Lagoon2015",2015,0,0,0,0.366706162,0.132063763,0,0,0,0,0.041546375,0,0.11915304,0,0,0,0,1.484808609,1.773032123,0,3.604937344,0,0,0,0,0,0,0,0,0,0.081584296,0,0,0,0,0,0,0,0.354917023,0.034738501,0,0,0.032654067,0.103393431,0,0,0,0,0,0,0,0,0,0.027699357,0,0,0,0,0,0.148350019,0,0,0.029947418,0,0.164068201,0,0,0,0,0,1.176711432,0,0,0.690028296,0,0,0.303496797,2.887538902,0,0,0,1.808487723,2.814309862,0,0,0,0.055414017,0,0,0.103507062,0,0,0,0,0,0.389771818,0.023221747,0,0,0,0.045634948,0.044205253,0.851798256,0.224866999,0,0.093448958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016075362,0,0,0,0,0,0.237264072,0,0,0,0,3.842880707,0.167631726,0,0,0,0,0.053429366,0,0,0.350654505,0,0,0,0,0,0,0,0,0,0.843233754,0,0,0,0,0,0,0,0,0,0,0,0,0.251230106,0,0,0,0,0,0,0,0,0,0,0.053431992,0.378605758,0.384488331,0,0,0.457629785,0,0,0,0,0.39562915,0,0,0,0,0,0,0,0,0.046846452,6.217386933,0,3.965645123,0,0,0,0,0,0,0,0,0,0.788628652,0,0.750482011,0.239590958,0,0,0.011027904,0,0.572711656,0,1.782477438,0.021045835,0,0,0,1.010695488,0,0,0,0.025745411,0.202345822,3.797124504,0,0,0,0,0,0,0,0.781064841,0,0,2.239335136,0,1.439290135,0,0.132586857,2.176335934,0.497674061,0,0,0.267986988,0.426295191,0,0,0.207875161,0,0.380804115,0,0,0,0.563694971,0.019491194,0,0.055249465,0,0,0,0,0.26325514,0,0,0,0,0,0,0.203253578
"Pidgin.Point2011",2011,0,0,0,17.02692845,6.537681363,0,0,0,0,4.254854648,0,0,0.91293916,0,0,0,0,1.38382186,0,0.277785809,0.042717438,0,0,0,0.020983665,0,0,0,0,0,0.110020995,0.049886818,0.135948029,0,0,0,0,0,0,0,0,0.07355732,0.047063727,0,0.027970308,0,0,0,0.111572408,0.209953905,0,0,0,0,0,0,0.380680361,0,0.146738773,0,0,0.357798902,0,0.53217654,0,0,0,0.670817084,0,0,0,0,0,0,0,0,0,0,0,0,4.043096837,0.391398897,0,0,0.004808486,0.029265436,0.024593136,0,0.153869645,0,0,0,1.03271826,0.019597235,2.552351449,0.049260913,0.346758135,0,0,0.239824065,0,0,0.013942477,0,0,0,0,0,0,0,0,0,0,0,0,0.002063676,0,0,0.042143938,0,0.059560306,0,0,0.028282199,0,0,0,0.239701004,0,0,0.143615652,0,2.404454623,0,0.457922563,6.241108018,0.03056838,0.061089974,0,0,0.222756995,0,0,0,0,0,0,0,1.417034035,2.890548629,0.639026714,0.166374927,0,1.166805373,0,0,1.628675444,0,0,0,0.929378073,0.099285104,1.288713801,0,0,0,0,0,0,0,0,2.435419908,1.704071915,0,0,0.242900299,0.368782766,0,0,0.099418989,0,0,0.026236819,1.195478348,0.521303269,0,0,0.236920791,0,0,0,0,0,0.323013723,0,0,0,0,0,0,1.464010267,0,0.693065755,0.199350228,0,0,0.515023501,0,0.027563455,1.848760233,0.035862134,0.483946482,0,0.006063063,0,0.212311688,0.452338097,0,0,0.052634072,0,0.143580115,0,0,0,0,0.445952459,1.012858238,0,0,0.165947096,0,0.237566837,2.180277942,0,0.397020516,0,0,0,0,0.741826401,0,0.278756127,0.220999903,0,0,0,0.777427539,0.823951536,0.603854132,0,0.60561921,0,0,0,0,0,0,0,0,0.027327858,0,0,0.027125181,0,0.060391103,0,0,0,0,0,0.181498918,0
"Pidgin.Point2015",2015,0,0,0,0.10704557,8.998189864,0,1.357768928,0,0,2.186884307,0,0,0.145876951,0,0,0.048871854,0,3.520167854,0,1.917012071,0.608873952,0,0,0,0,0,0.039507341,0,0,0,0,0.164507415,0.305282246,0,0.063383788,0,0,0.329061285,0,0,0,0,0,0.040903253,0,0,0.039097704,0,0.065308134,0.135979847,0,0,0.11740733,0,0,0.223144816,0.091133021,0,0.084856986,0,0,0.077305291,0.39399026,0.650085736,0,9.785691197,0,0.406706633,0,0,0,0,0,0,0.006322866,0,0,0.067680834,0,0,0.763163966,2.320758999,0,0,0,0.014425457,0,0,0.101207728,0,0,0,0,0.264306176,2.525477554,0,0,0,0,0,0.260222551,0,0.391916691,0,0.964658306,0,0.010110854,0,0,0,0,0,0,0,0,0.016683511,0,0,0.187634507,0,0.104489851,0,0,0,0,0.116459757,0.154189419,0,0,0,0.114473743,0,0,0,0,0.819362424,0,0.123848756,0,0,0.585568289,0,0,0,0,0,0,0,0,0,0.876999251,0.235775863,0,2.803242343,0.400137359,0,0.851940126,0,0,0,1.201840213,0,0.066755517,0,0,0,0,1.190798389,0,0,0,0,0.878668139,0,0,0.615441407,0.294231001,0,0,0.09913368,0,0,0,1.069489339,0.101380242,0,0,0.61686587,0,0,0,0,0,3.706155312,0,3.298225723,1.063562266,1.730073005,2.795953504,0,0,0,8.88353958,3.895153697,0,0.353483993,0.949999574,0,0.010691419,0.447262696,0,0.694862321,0,0,0,0.689403112,0.048349593,0,0,0,0,0.037817773,0,0,0,0,0.705834408,9.186413267,0.922199163,0,0.661381546,0,1.937590051,0,0.220356961,5.073918572,0,0.354388334,0,0.729398574,1.667249641,0.237566837,0.341609677,0.114252607,0,0,0,0.892016065,1.062733656,0,18.1141447,0.451846271,0,0,2.411372794,0,0,0.239993372,0,0.021206296,0.062557676,0,0.12395085,0.430518339,0.043386698,0.222582482,0,0,0,0,0.399627813,1.11237508,0.206397305
"Steve.s.Gully2011",2011,0,0,0,0.872333457,0,0,0,0,0,0.163959075,0,0.383511532,0.347396054,0,0,0,0,0.575021011,0,1.12653402,0.099228585,0,0,0,0,0,0,0,0,0.035229818,0,0,0.723435143,0,0,0.160490075,0.017632333,0.709757388,0,0,0,0.343431695,0.123388557,0.149319524,0,0.288120441,0.029066295,0.171827378,0,0.090326971,0,0,0,0,0.256559559,0,0,0,0.387398546,0.049745684,0,0.30722659,0.093059532,0.440031442,0.180090143,0,0.172756999,0,0,0,0,0,0,0,0,0.552084687,1.504822902,0.387410641,0,0.229325227,0,0.552207769,0,0,0.017814684,0.075516512,0,0.396828127,0.027546263,0,0.168171144,0,0,0.570238651,4.267878139,0.014648425,0.217099837,0,0,0,0,0,0,0,0.122475419,0,0,0,0,0,0,0,0,0,0,0.024562538,0,0,0,0,0.084018718,0,0,0,0,0.036129035,0.494676749,0,0,0.067730876,0,0,0.010328825,0.458373513,0,0,0,0.029187585,0,0,0.429953453,0,0,0,0,0,0,0,0,0.13263074,0.878208963,0,0,0,0,0,0,0,0,0,0,0,0.016436317,0,0,0,0,1.277673595,0.72561322,0,0,0,0.090735858,0,0,0.023206617,1.259811413,0,0,0.147223772,0.016559377,0,0.792760632,0.153836622,0,0.406131122,0,0.207177642,0,0,0,0,0,0,0,0,1.616273091,0,0,0,0,0,0,4.058249951,0.559746807,0,0.291999485,0,0.410731948,1.572137556,0,4.291118811,0,0,0,0.637271212,4.409008405,0.303281579,0,0,0,0.121042419,0,0,0,0,0.672433738,0,0.17119383,0,1.105912928,0,0,0.720563889,0,2.634008543,0,0,5.147690895,0,3.941394504,0.265604779,0.509785321,0.174951476,0,0.210941086,0,0,1.433927448,0,1.006406103,0.821627868,0,0.196922908,0,0,0,0,0,0,0.451298777,0,0,0,0,0.420333938,0,0,0,0,0.022973442,0.629957045,0.06085196
"Steve.s.Gyllu2015",2015,0,0,0,1.907644963,2.239541792,0,0,0,0,1.724138725,0,0.161660734,0.121783588,0,0,0,0,0.388627238,0,0.824857589,0.137601582,0.015764242,0.015764242,0,0,0,0.023941579,0.015565763,0.379159119,0.035229818,0,0,0.925098224,0,0.033046561,0.016798374,0,0.742033204,0.072485565,0,0,0.058646556,0.225175092,0.112655024,0,0.135234838,0,0,0,0.265887767,0,0,0,0,0.100547572,0,0,0,0.338340113,0.061198282,0,0.059894836,0.156778262,0.417624833,0,9.105830473,0.130616268,0.038115131,0,0,0,0,0.010854193,0,0,0.653119889,0,0.264177295,0,0,2.488542095,1.954389474,0,0,0,0,0,0,0.124799342,0.02815191,0,0,0,1.712840659,5.691264404,0.077921739,0.182748192,0,0,0,0,0,0,0,0.2848027,0,0.028129576,0,0,0,0,0,0,0,0,0.01062143,0,0,0.028282199,0,0.228323168,0,0,0,0,0.081208407,0.624355099,0,0.037029056,0,0,0,0,0,0,0,0,0.11757763,0,0,0.523969511,0,0,0,0,0,0,0,0,0,0.579972357,0,0,0.240639215,0,0,0,0,0,0,0,0,0.143805366,0.569084643,0,0,0,0.01325096,0,0,0,0,0.275111222,0,0.213695848,0.032260301,0,0,0,0.194565991,0,0,0.321208172,0.440664514,0,0,0,0.232518283,0,0,0,0,0,0.032944416,0,0,0,0,0,0,0.045183131,0,0,6.118373849,0,0,1.312879349,0,0.295957783,0.195722737,0,0.511658515,0.023599986,0.006063063,0,0.113045539,0.392481303,0.161399949,0,0,0,0.152316427,0,0,0,0.111371642,0,0,0.126358608,0,2.507287059,0,0.848694808,0.293189743,0.144985992,4.67025972,0,2.873325297,4.505086617,0.39956714,3.954481937,0,0.493904653,1.163774821,0,0,0,0.434388479,1.420007157,0,0,0,0.365094795,0.18992209,0,0,0,0,0,0,0.558624782,0,0,0.059038245,0.010252124,0.607866237,0,0,0,0,0,0.758371035,0.044056076
