Region,Zone,Reef,Site,Transect,Ablochii,Adussumieri,Agrammoptilus,Alineatus,Amata,Anigricauda,Anigrofuscus,Apyroferus,Atriostegus,Cbicolor,Cbinotatus,Ccarolinus,Cmicrorhinos,Cspilurus,Cstriatus,Hlongiceps,Kvaigiensis,Nannulatus,Nbrevirostris,Nlituratus,Ntonganus,Nunicornis,Nvlamingi,Saltipinnis,Sargenteus,Schameleon,Scorallinus,Sdimidiatrus,Sdoliatus,Sflavipectoralis,Sforsteni,Sfrenatus,Sghobban,Sglobiceps,Slineatus,Sniger,Soviceps,Spsittacus,Spuellus,Spunctatissimus,Spunctatus,Squoyi,Srivulatus,Srubroviolaceus,Sschlegeli,Sspinus,Svulpinus,Zscopas,Zvelifer
Swains,B,NN21-500,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swains,B,NN21-500,3,1,0,0,0,0,0,0,0,0,0,1,5,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3
Swains,B,NN21-500,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,40,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0
Swains,B,NN21-500,3,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,0,11,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,4,2
Swains,B,NN21-500,3,4,0,0,0,0,0,0,0,0,3,0,0,0,3,2,2,0,0,1,30,0,1,0,0,1,20,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,16,0,0,0,2,0,0
Swains,B,NN21-500,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1
Swains,B,NN21-500,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,12,0,2,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,2,0,1
Swains,B,NN21-500,4,3,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,1,0
Swains,B,NN21-500,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,1,4,0,0
Swains,B,NN21-466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,10,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0
Swains,B,NN21-466,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,3,0,6,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0
Swains,B,NN21-466,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,3,0,1,0,0,1,0,17,0,15,0,5,0,2,0,0
Swains,B,NN21-466,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Swains,B,NN21-466,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,3,0,1,0,0,0,0,1,0,1,0,4,0,0
Swains,B,NN21-466,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,2,0,0,0,0,4,0,0,0,0
Swains,B,NN21-466,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
Swains,B,NN21-466,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0
Swains,B,NN21-466,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
Swains,B,NN21-466,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,2,1,2,0,0,4,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0
Swains,B,NN21-466,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0,0,0,2,0,0
Swains,B,NN21-466,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,0,0,0,2,0,0
Swains,B,NN21-466,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0
Swains,B,NN21-466,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
Swains,B,NN21-466,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0
Swains,B,NN21-466,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0
